"event_type","event_title","event_url","criterion_url","director","list_position","published_rank","title"
"written_top_ten","Jon Raymond’s Top 10","https://www.criterion.com/current/top-10-lists/844-jon-raymond-s-top-10","https://www.criterion.com/films/31320-pink-flamingos","John Waters","5","5","Pink Flamingos"
"written_top_ten","Jon Raymond’s Top 10","https://www.criterion.com/current/top-10-lists/844-jon-raymond-s-top-10","https://www.criterion.com/films/27550-topsy-turvy","Mike Leigh","6","6","Topsy-Turvy"
"written_top_ten","Jon Raymond’s Top 10","https://www.criterion.com/current/top-10-lists/844-jon-raymond-s-top-10","https://www.criterion.com/films/34233-killer-of-sheep","Charles Burnett","7","7","Killer of Sheep"
"written_top_ten","Jon Raymond’s Top 10","https://www.criterion.com/current/top-10-lists/844-jon-raymond-s-top-10","https://www.criterion.com/films/30204-the-parallax-view","Alan J. Pakula","8","8","The Parallax View"
"written_top_ten","Jon Raymond’s Top 10","https://www.criterion.com/current/top-10-lists/844-jon-raymond-s-top-10","https://www.criterion.com/films/30464-fast-times-at-ridgemont-high","Amy Heckerling","9","9","Fast Times at Ridgemont High"
"written_top_ten","Jon Raymond’s Top 10","https://www.criterion.com/current/top-10-lists/844-jon-raymond-s-top-10","https://www.criterion.com/films/33918-about-dry-grasses","Nuri Bilge Ceylan","10","10","About Dry Grasses"
"written_top_ten","Constance Tsang’s Top 10","https://www.criterion.com/current/top-10-lists/818-constance-tsang-s-top-10","https://www.criterion.com/films/302-jeanne-dielman-23-quai-du-commerce-1080-bruxelles","Chantal Akerman","1","1","Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles"
"written_top_ten","Constance Tsang’s Top 10","https://www.criterion.com/current/top-10-lists/818-constance-tsang-s-top-10","https://www.criterion.com/films/27588-l-argent","Robert Bresson","2","2","L’argent"
"written_top_ten","Constance Tsang’s Top 10","https://www.criterion.com/current/top-10-lists/818-constance-tsang-s-top-10","https://www.criterion.com/films/1092-close-up","Abbas Kiarostami","3","3","Close-up"
"written_top_ten","Constance Tsang’s Top 10","https://www.criterion.com/current/top-10-lists/818-constance-tsang-s-top-10","https://www.criterion.com/films/27731-three-colors-blue","Krzysztof Kieślowski","4","4","Three Colors: Blue"
"written_top_ten","Constance Tsang’s Top 10","https://www.criterion.com/current/top-10-lists/818-constance-tsang-s-top-10","https://www.criterion.com/films/244-cleo-from-5-to-7","Agnès Varda","5","5","Cléo from 5 to 7"
"written_top_ten","Constance Tsang’s Top 10","https://www.criterion.com/current/top-10-lists/818-constance-tsang-s-top-10","https://www.criterion.com/films/29450-wanda","Barbara Loden","6","6","Wanda"
"written_top_ten","Constance Tsang’s Top 10","https://www.criterion.com/current/top-10-lists/818-constance-tsang-s-top-10","https://www.criterion.com/films/29110-taipei-story","Edward Yang","7","7","Taipei Story"
"written_top_ten","Constance Tsang’s Top 10","https://www.criterion.com/current/top-10-lists/818-constance-tsang-s-top-10","https://www.criterion.com/films/28021-pather-panchali","Satyajit Ray","8","8  (tie)","Pather Panchali"
"written_top_ten","Constance Tsang’s Top 10","https://www.criterion.com/current/top-10-lists/818-constance-tsang-s-top-10","https://www.criterion.com/films/28443-aparajito","Satyajit Ray","9","","Aparajito"
"written_top_ten","Constance Tsang’s Top 10","https://www.criterion.com/current/top-10-lists/818-constance-tsang-s-top-10","https://www.criterion.com/films/27905-apur-sansar","Satyajit Ray","10","","Apur Sansar"
"written_top_ten","Constance Tsang’s Top 10","https://www.criterion.com/current/top-10-lists/818-constance-tsang-s-top-10","https://www.criterion.com/films/198-in-the-mood-for-love","Wong Kar Wai","11","9","In the Mood for Love"
"written_top_ten","Constance Tsang’s Top 10","https://www.criterion.com/current/top-10-lists/818-constance-tsang-s-top-10","https://www.criterion.com/films/27957-fox-and-his-friends","Rainer Werner Fassbinder","12","10  (tie)","Fox and His Friends"
"written_top_ten","Constance Tsang’s Top 10","https://www.criterion.com/current/top-10-lists/818-constance-tsang-s-top-10","https://www.criterion.com/films/27953-the-bitter-tears-of-petra-von-kant","Rainer Werner Fassbinder","13","","The Bitter Tears of Petra von Kant"
"written_top_ten","Perfume Genius’s Top 10","https://www.criterion.com/current/top-10-lists/803-perfume-genius-s-top-10","https://www.criterion.com/films/33803-dogfight","Nancy Savoca","1","1","Dogfight"
"written_top_ten","Perfume Genius’s Top 10","https://www.criterion.com/current/top-10-lists/803-perfume-genius-s-top-10","https://www.criterion.com/films/31590-lost-highway","David Lynch","2","2","Lost Highway"
"written_top_ten","Perfume Genius’s Top 10","https://www.criterion.com/current/top-10-lists/803-perfume-genius-s-top-10","https://www.criterion.com/films/29164-thelma-louise","Ridley Scott","3","3","Thelma & Louise"
"written_top_ten","Perfume Genius’s Top 10","https://www.criterion.com/current/top-10-lists/803-perfume-genius-s-top-10","https://www.criterion.com/films/28350-breaking-the-waves","Lars von Trier","4","4","Breaking the Waves"
"written_top_ten","Perfume Genius’s Top 10","https://www.criterion.com/current/top-10-lists/803-perfume-genius-s-top-10","https://www.criterion.com/films/28739-the-piano-teacher","Michael Haneke","5","5","The Piano Teacher"
"written_top_ten","Perfume Genius’s Top 10","https://www.criterion.com/current/top-10-lists/803-perfume-genius-s-top-10","https://www.criterion.com/films/677-the-vanishing","George Sluizer","6","6","The Vanishing"
"written_top_ten","Perfume Genius’s Top 10","https://www.criterion.com/current/top-10-lists/803-perfume-genius-s-top-10","https://www.criterion.com/films/28660-teorema","Pier Paolo Pasolini","7","7","Teorema"
"written_top_ten","Perfume Genius’s Top 10","https://www.criterion.com/current/top-10-lists/803-perfume-genius-s-top-10","https://www.criterion.com/films/28074-l-humanite","Bruno Dumont","8","8","L’humanité"
"written_top_ten","Perfume Genius’s Top 10","https://www.criterion.com/current/top-10-lists/803-perfume-genius-s-top-10","https://www.criterion.com/films/29202-secrets-lies","Mike Leigh","9","9","Secrets & Lies"
"written_top_ten","Perfume Genius’s Top 10","https://www.criterion.com/current/top-10-lists/803-perfume-genius-s-top-10","https://www.criterion.com/films/28059-the-celebration","Thomas Vinterberg","10","10","The Celebration"
"written_top_ten","Anthony Banua-Simon’s Top 10","https://www.criterion.com/current/top-10-lists/791-anthony-banua-simon-s-top-10","https://www.criterion.com/films/1073-innocence-unprotected","Dušan Makavejev","1","1","Innocence Unprotected"
"written_top_ten","Anthony Banua-Simon’s Top 10","https://www.criterion.com/current/top-10-lists/791-anthony-banua-simon-s-top-10","https://www.criterion.com/films/30368-the-gleaners-and-i","Agnès Varda","2","2  (tie)","The Gleaners and I"
"written_top_ten","Anthony Banua-Simon’s Top 10","https://www.criterion.com/current/top-10-lists/791-anthony-banua-simon-s-top-10","https://www.criterion.com/films/30111-daguerreotypes","Agnès Varda","3","","Daguerréotypes"
"written_top_ten","Anthony Banua-Simon’s Top 10","https://www.criterion.com/current/top-10-lists/791-anthony-banua-simon-s-top-10","https://www.criterion.com/films/27969-my-winnipeg","Guy Maddin","4","3","My Winnipeg"
"written_top_ten","Anthony Banua-Simon’s Top 10","https://www.criterion.com/current/top-10-lists/791-anthony-banua-simon-s-top-10","https://www.criterion.com/films/751-symbiopsychotaxiplasm-two-takes-by-william-greaves","William Greaves","5","4","Symbiopsychotaxiplasm: Two Takes by William Greaves"
"written_top_ten","Anthony Banua-Simon’s Top 10","https://www.criterion.com/current/top-10-lists/791-anthony-banua-simon-s-top-10","https://www.criterion.com/films/958-the-killing-of-a-chinese-bookie","John Cassavetes","6","5","The Killing of a Chinese Bookie"
"written_top_ten","Anthony Banua-Simon’s Top 10","https://www.criterion.com/current/top-10-lists/791-anthony-banua-simon-s-top-10","https://www.criterion.com/films/21641-dillinger-is-dead","Marco Ferreri","7","6","Dillinger Is Dead"
"written_top_ten","Anthony Banua-Simon’s Top 10","https://www.criterion.com/current/top-10-lists/791-anthony-banua-simon-s-top-10","https://www.criterion.com/films/27947-routine-pleasures","Jean-Pierre Gorin","8","7","Routine Pleasures"
"written_top_ten","Anthony Banua-Simon’s Top 10","https://www.criterion.com/current/top-10-lists/791-anthony-banua-simon-s-top-10","https://www.criterion.com/films/30705-the-watermelon-woman","Cheryl Dunye","9","8","The Watermelon Woman"
"written_top_ten","Anthony Banua-Simon’s Top 10","https://www.criterion.com/current/top-10-lists/791-anthony-banua-simon-s-top-10","https://www.criterion.com/films/777-harlan-county-usa","Barbara Kopple","10","9","Harlan County USA"
"written_top_ten","Anthony Banua-Simon’s Top 10","https://www.criterion.com/current/top-10-lists/791-anthony-banua-simon-s-top-10","https://www.criterion.com/films/580-fishing-with-john","John Lurie","11","10","Fishing with John"
"written_top_ten","Mohammad Rasoulof’s Top 10","https://www.criterion.com/current/top-10-lists/783-mohammad-rasoulof-s-top-10","https://www.criterion.com/films/719-down-by-law","Jim Jarmusch","1","1","Down by Law"
"written_top_ten","Mohammad Rasoulof’s Top 10","https://www.criterion.com/current/top-10-lists/783-mohammad-rasoulof-s-top-10","https://www.criterion.com/films/28839-benny-s-video","Michael Haneke","2","2","Benny’s Video"
"written_top_ten","Mohammad Rasoulof’s Top 10","https://www.criterion.com/current/top-10-lists/783-mohammad-rasoulof-s-top-10","https://www.criterion.com/films/29429-no-country-for-old-men","Joel Coen and Ethan Coen","3","3","No Country for Old Men"
"written_top_ten","Mohammad Rasoulof’s Top 10","https://www.criterion.com/current/top-10-lists/783-mohammad-rasoulof-s-top-10","https://www.criterion.com/films/730-straw-dogs","Sam Peckinpah","4","4","Straw Dogs"
"written_top_ten","Mohammad Rasoulof’s Top 10","https://www.criterion.com/current/top-10-lists/783-mohammad-rasoulof-s-top-10","https://www.criterion.com/films/28822-dr-strangelove-or-how-i-learned-to-stop-worrying-and-love-the-bomb","Stanley Kubrick","5","5","Dr. Strangelove, or: How I Learned to Stop Worrying and Love the Bomb"
"written_top_ten","Mohammad Rasoulof’s Top 10","https://www.criterion.com/current/top-10-lists/783-mohammad-rasoulof-s-top-10","https://www.criterion.com/films/34099-the-runner","Amir Naderi","6","6","The Runner"
"written_top_ten","Mohammad Rasoulof’s Top 10","https://www.criterion.com/current/top-10-lists/783-mohammad-rasoulof-s-top-10","https://www.criterion.com/films/29357-i-daniel-blake","Ken Loach","7","7","I, Daniel Blake"
"written_top_ten","Mohammad Rasoulof’s Top 10","https://www.criterion.com/current/top-10-lists/783-mohammad-rasoulof-s-top-10","https://www.criterion.com/films/28694-blow-up","Michelangelo Antonioni","8","8","Blow-Up"
"written_top_ten","Mohammad Rasoulof’s Top 10","https://www.criterion.com/current/top-10-lists/783-mohammad-rasoulof-s-top-10","https://www.criterion.com/films/28404-pina","Wim Wenders","9","9","Pina"
"written_top_ten","Mohammad Rasoulof’s Top 10","https://www.criterion.com/current/top-10-lists/783-mohammad-rasoulof-s-top-10","https://www.criterion.com/films/153-army-of-shadows","Jean-Pierre Melville","10","10","Army of Shadows"
"written_top_ten","Ray Yeung’s Top 10","https://www.criterion.com/current/top-10-lists/744-ray-yeung-s-top-10","https://www.criterion.com/films/28843-happy-together","Wong Kar Wai","1","1","Happy Together"
"written_top_ten","Ray Yeung’s Top 10","https://www.criterion.com/current/top-10-lists/744-ray-yeung-s-top-10","https://www.criterion.com/films/549-au-revoir-les-enfants","Louis Malle","2","2","Au revoir les enfants"
"written_top_ten","Ray Yeung’s Top 10","https://www.criterion.com/current/top-10-lists/744-ray-yeung-s-top-10","https://www.criterion.com/films/298-late-spring","Yasujiro Ozu","3","3  (tie)","Late Spring"
"written_top_ten","Ray Yeung’s Top 10","https://www.criterion.com/current/top-10-lists/744-ray-yeung-s-top-10","https://www.criterion.com/films/284-tokyo-story","Yasujiro Ozu","4","","Tokyo Story"
"written_top_ten","Ray Yeung’s Top 10","https://www.criterion.com/current/top-10-lists/744-ray-yeung-s-top-10","https://www.criterion.com/films/27731-three-colors-blue","Krzysztof Kieślowski","5","4","Three Colors: Blue"
"written_top_ten","Ray Yeung’s Top 10","https://www.criterion.com/current/top-10-lists/744-ray-yeung-s-top-10","https://www.criterion.com/films/29220-memories-of-underdevelopment","Tomás Gutiérrez Alea","6","5","Memories of Underdevelopment"
"written_top_ten","Ray Yeung’s Top 10","https://www.criterion.com/current/top-10-lists/744-ray-yeung-s-top-10","https://www.criterion.com/films/29596-all-about-eve","Joseph L. Mankiewicz","7","6","All About Eve"
"written_top_ten","Ray Yeung’s Top 10","https://www.criterion.com/current/top-10-lists/744-ray-yeung-s-top-10","https://www.criterion.com/films/371-umberto-d","Vittorio De Sica","8","7","Umberto D."
"written_top_ten","Ray Yeung’s Top 10","https://www.criterion.com/current/top-10-lists/744-ray-yeung-s-top-10","https://www.criterion.com/films/688-the-firemen-s-ball","Miloš Forman","9","8","The Firemen’s Ball"
"written_top_ten","Ray Yeung’s Top 10","https://www.criterion.com/current/top-10-lists/744-ray-yeung-s-top-10","https://www.criterion.com/films/816-when-a-woman-ascends-the-stairs","Mikio Naruse","10","9","When a Woman Ascends the Stairs"
"written_top_ten","Ray Yeung’s Top 10","https://www.criterion.com/current/top-10-lists/744-ray-yeung-s-top-10","https://www.criterion.com/films/781-yi-yi","Edward Yang","11","10","Yi Yi"
"written_top_ten","Lana Wilson’s Top 10","https://www.criterion.com/current/top-10-lists/732-lana-wilson-s-top-10","https://www.criterion.com/films/29081-after-life","Hirokazu Kore-eda","1","1","After Life"
"written_top_ten","Lana Wilson’s Top 10","https://www.criterion.com/current/top-10-lists/732-lana-wilson-s-top-10","https://www.criterion.com/films/29646-beau-travail","Claire Denis","2","2","Beau travail"
"written_top_ten","Lana Wilson’s Top 10","https://www.criterion.com/current/top-10-lists/732-lana-wilson-s-top-10","https://www.criterion.com/films/28353-certified-copy","Abbas Kiarostami","3","3","Certified Copy"
"written_top_ten","Lana Wilson’s Top 10","https://www.criterion.com/current/top-10-lists/732-lana-wilson-s-top-10","https://www.criterion.com/films/31500-love-basketball","Gina Prince-Bythewood","4","4","Love & Basketball"
"written_top_ten","Lana Wilson’s Top 10","https://www.criterion.com/current/top-10-lists/732-lana-wilson-s-top-10","https://www.criterion.com/films/961-the-match-factory-girl","Aki Kaurismäki","5","5","The Match Factory Girl"
"written_top_ten","Lana Wilson’s Top 10","https://www.criterion.com/current/top-10-lists/732-lana-wilson-s-top-10","https://www.criterion.com/films/233-the-red-shoes","Michael Powell and Emeric Pressburger","6","6","The Red Shoes"
"written_top_ten","Lana Wilson’s Top 10","https://www.criterion.com/current/top-10-lists/732-lana-wilson-s-top-10","https://www.criterion.com/films/29202-secrets-lies","Mike Leigh","7","7","Secrets & Lies"
"written_top_ten","Lana Wilson’s Top 10","https://www.criterion.com/current/top-10-lists/732-lana-wilson-s-top-10","https://www.criterion.com/films/284-tokyo-story","Yasujiro Ozu","8","8","Tokyo Story"
"written_top_ten","Lana Wilson’s Top 10","https://www.criterion.com/current/top-10-lists/732-lana-wilson-s-top-10","https://www.criterion.com/films/28599-the-tree-of-wooden-clogs","Ermanno Olmi","9","9","The Tree of Wooden Clogs"
"written_top_ten","Lana Wilson’s Top 10","https://www.criterion.com/current/top-10-lists/732-lana-wilson-s-top-10","https://www.criterion.com/films/781-yi-yi","Edward Yang","10","10","Yi Yi"
"written_top_ten","Aaron Schimberg’s Top 10","https://www.criterion.com/current/top-10-lists/719-aaron-schimberg-s-top-10","https://www.criterion.com/films/210-bicycle-thieves","Vittorio De Sica","1","1","Bicycle Thieves"
"written_top_ten","Aaron Schimberg’s Top 10","https://www.criterion.com/current/top-10-lists/719-aaron-schimberg-s-top-10","https://www.criterion.com/films/363-pepe-le-moko","Julien Duvivier","2","2","Pépé le moko"
"written_top_ten","Aaron Schimberg’s Top 10","https://www.criterion.com/current/top-10-lists/719-aaron-schimberg-s-top-10","https://www.criterion.com/films/28497-speedy","Ted Wilde","3","3","Speedy"
"written_top_ten","Aaron Schimberg’s Top 10","https://www.criterion.com/current/top-10-lists/719-aaron-schimberg-s-top-10","https://www.criterion.com/films/446-pickup-on-south-street","Samuel Fuller","4","4","Pickup on South Street"
"written_top_ten","Aaron Schimberg’s Top 10","https://www.criterion.com/current/top-10-lists/719-aaron-schimberg-s-top-10","https://www.criterion.com/films/20962-je-tu-il-elle","Chantal Akerman","5","5  (tie)","Je tu il elle"
"written_top_ten","Aaron Schimberg’s Top 10","https://www.criterion.com/current/top-10-lists/719-aaron-schimberg-s-top-10","https://www.criterion.com/films/374-the-white-sheik","Federico Fellini","6","","The White Sheik"
"written_top_ten","Aaron Schimberg’s Top 10","https://www.criterion.com/current/top-10-lists/719-aaron-schimberg-s-top-10","https://www.criterion.com/films/686-that-obscure-object-of-desire","Luis Buñuel","7","6  (tie)","That Obscure Object of Desire"
"written_top_ten","Aaron Schimberg’s Top 10","https://www.criterion.com/current/top-10-lists/719-aaron-schimberg-s-top-10","https://www.criterion.com/films/443-gertrud","Carl Th. Dreyer","8","","Gertrud"
"written_top_ten","Aaron Schimberg’s Top 10","https://www.criterion.com/current/top-10-lists/719-aaron-schimberg-s-top-10","https://www.criterion.com/films/784-an-autumn-afternoon","Yasujiro Ozu","9","","An Autumn Afternoon"
"written_top_ten","Aaron Schimberg’s Top 10","https://www.criterion.com/current/top-10-lists/719-aaron-schimberg-s-top-10","https://www.criterion.com/films/569-winter-light","Ingmar Bergman","10","7","Winter Light"
"written_top_ten","Aaron Schimberg’s Top 10","https://www.criterion.com/current/top-10-lists/719-aaron-schimberg-s-top-10","https://www.criterion.com/films/952-tanner-88","Robert Altman","11","8","Tanner ’88"
"written_top_ten","Aaron Schimberg’s Top 10","https://www.criterion.com/current/top-10-lists/719-aaron-schimberg-s-top-10","https://www.criterion.com/films/847-two-lane-blacktop","Monte Hellman","12","9","Two-Lane Blacktop"
"written_top_ten","Aaron Schimberg’s Top 10","https://www.criterion.com/current/top-10-lists/719-aaron-schimberg-s-top-10","https://www.criterion.com/films/28655-dont-look-back","D. A. Pennebaker","13","10","Dont Look Back"
"written_top_ten","Jessica Pratt’s Top 10","https://www.criterion.com/current/top-10-lists/678-jessica-pratt-s-top-10","https://www.criterion.com/films/558-m","Fritz Lang","1","1","M"
"written_top_ten","Jessica Pratt’s Top 10","https://www.criterion.com/current/top-10-lists/678-jessica-pratt-s-top-10","https://www.criterion.com/films/960-shadows-in-paradise","Aki Kaurismäki","2","2","Shadows in Paradise"
"written_top_ten","Jessica Pratt’s Top 10","https://www.criterion.com/current/top-10-lists/678-jessica-pratt-s-top-10","https://www.criterion.com/films/774-metropolitan","Whit Stillman","3","3","Metropolitan"
"written_top_ten","Jessica Pratt’s Top 10","https://www.criterion.com/current/top-10-lists/678-jessica-pratt-s-top-10","https://www.criterion.com/films/28655-dont-look-back","D. A. Pennebaker","4","4","Dont Look Back"
"written_top_ten","Jessica Pratt’s Top 10","https://www.criterion.com/current/top-10-lists/678-jessica-pratt-s-top-10","https://www.criterion.com/films/28024-thief","Michael Mann","5","5","Thief"
"written_top_ten","Jessica Pratt’s Top 10","https://www.criterion.com/current/top-10-lists/678-jessica-pratt-s-top-10","https://www.criterion.com/films/27871-12-angry-men","Sidney Lumet","6","6","12 Angry Men"
"written_top_ten","Jessica Pratt’s Top 10","https://www.criterion.com/current/top-10-lists/678-jessica-pratt-s-top-10","https://www.criterion.com/films/957-opening-night","John Cassavetes","7","7","Opening Night"
"written_top_ten","Jessica Pratt’s Top 10","https://www.criterion.com/current/top-10-lists/678-jessica-pratt-s-top-10","https://www.criterion.com/films/227-night-on-earth","Jim Jarmusch","8","8","Night on Earth"
"written_top_ten","Jessica Pratt’s Top 10","https://www.criterion.com/current/top-10-lists/678-jessica-pratt-s-top-10","https://www.criterion.com/films/29008-barry-lyndon","Stanley Kubrick","9","9","Barry Lyndon"
"written_top_ten","Jessica Pratt’s Top 10","https://www.criterion.com/current/top-10-lists/678-jessica-pratt-s-top-10","https://www.criterion.com/films/230-the-royal-tenenbaums","Wes Anderson","10","10","The Royal Tenenbaums"
"written_top_ten","Lee Grant’s Top 10","https://www.criterion.com/current/top-10-lists/669-lee-grant-s-top-10","https://www.criterion.com/films/777-harlan-county-usa","Barbara Kopple","1","1","Harlan County USA"
"written_top_ten","Lee Grant’s Top 10","https://www.criterion.com/current/top-10-lists/669-lee-grant-s-top-10","https://www.criterion.com/films/431-the-scarlet-empress","Josef von Sternberg","2","2","The Scarlet Empress"
"written_top_ten","Lee Grant’s Top 10","https://www.criterion.com/current/top-10-lists/669-lee-grant-s-top-10","https://www.criterion.com/films/28703-a-face-in-the-crowd","Elia Kazan","3","3","A Face in the Crowd"
"written_top_ten","Lee Grant’s Top 10","https://www.criterion.com/current/top-10-lists/669-lee-grant-s-top-10","https://www.criterion.com/films/28045-la-cage-aux-folles","Edouard Molinaro","4","4","La Cage aux Folles"
"written_top_ten","Lee Grant’s Top 10","https://www.criterion.com/current/top-10-lists/669-lee-grant-s-top-10","https://www.criterion.com/films/29009-being-there","Hal Ashby","5","5","Being There"
"written_top_ten","Lee Grant’s Top 10","https://www.criterion.com/current/top-10-lists/669-lee-grant-s-top-10","https://www.criterion.com/films/28491-persona","Ingmar Bergman","6","6","Persona"
"written_top_ten","Lee Grant’s Top 10","https://www.criterion.com/current/top-10-lists/669-lee-grant-s-top-10","https://www.criterion.com/films/28835-the-player","Robert Altman","7","7","The Player"
