"name","slug","visit_date","visit_year","is_group","occupations","n_picks","video","list_url"
"Elvis Mitchell","elvis-mitchells-criterion-closet-picks","2022-11-11","2022","0","documentarians;historian;critic","13","https://www.youtube.com/watch?v=eF2QMmh_l1M","https://letterboxd.com/closetpicks/list/elvis-mitchells-criterion-closet-picks/"
"Hans Zimmer","hans-zimmers-criterion-closet-picks","2025-03-14","2024","0","composers;musicians","25","https://www.youtube.com/watch?v=2o4oC0diM8E","https://letterboxd.com/closetpicks/list/hans-zimmers-criterion-closet-picks/"
"Maura Delpero","maura-delperos-criterion-closet-picks","2024-10-23","2024","0","writers;directors;missing-links","9","https://youtu.be/cPPlAVrvhGY","https://letterboxd.com/closetpicks/list/maura-delperos-criterion-closet-picks/"
"Saul Williams and Anisia Uzeyman's Criterion Closet Picks!","saul-williams-and-anisia-uzeymans-criterion","2022-10-04","2022","1","directors","10","https://www.youtube.com/watch?v=Wn1Yh3N0zjA","https://letterboxd.com/closetpicks/list/saul-williams-and-anisia-uzeymans-criterion/"
"Larry Fessenden","larry-fessendens-criterion-closet-picks","2024-03-13","2024","0","directors;actors","2","","https://letterboxd.com/closetpicks/list/larry-fessendens-criterion-closet-picks/"
"Mitski","mitskis-criterion-closet-picks","2026-02-17","2025","0","musicians","5","https://youtu.be/Om6PPF-C_G4","https://letterboxd.com/closetpicks/list/mitskis-criterion-closet-picks/"
"Tim Blake Nelson","tim-blake-nelsons-criterion-closet-picks","2024-02-28","2024","0","actors","6","https://www.youtube.com/watch?v=QPpueqWsjf4","https://letterboxd.com/closetpicks/list/tim-blake-nelsons-criterion-closet-picks/"
"Brothers Quay","brothers-quay-criterion-closet-picks","2012-08-05","2012","0","animators;directors","16","https://www.youtube.com/watch?v=y7JQUoUcE20","https://letterboxd.com/closetpicks/list/brothers-quay-criterion-closet-picks/"
"Floyd Norman","floyd-normans-criterion-closet-picks","2023-02-13","2023","0","animators","8","https://www.youtube.com/watch?v=mSuVyxoy6Hw","https://letterboxd.com/closetpicks/list/floyd-normans-criterion-closet-picks/"
"Yo La Tengo","yo-la-tengos-criterion-closet-picks","2023-06-19","2023","1","musicians","15","https://www.youtube.com/watch?v=IhICyf1kUUw","https://letterboxd.com/closetpicks/list/yo-la-tengos-criterion-closet-picks/"
"Luis Guzman","luis-guzmans-criterion-closet-picks","2023-10-05","2023","0","actors","7","","https://letterboxd.com/closetpicks/list/luis-guzmans-criterion-closet-picks/"
"Michael Cera's Second","michael-ceras-second-criterion-closet-picks","2025-05-12","2025","0","return-visits;actors","17","https://www.youtube.com/watch?v=fmXifiwHR-k","https://letterboxd.com/closetpicks/list/michael-ceras-second-criterion-closet-picks/"
"Megan Stalter","megan-stalters-criterion-closet-picks","2024-06-10","2024","0","actors;comedians","2","","https://letterboxd.com/closetpicks/list/megan-stalters-criterion-closet-picks/"
"Matías Piñeiro","matias-pineiros-criterion-closet-picks","2017-05-23","2017","0","directors;writers","18","https://www.youtube.com/watch?v=fZB0eT4ayzY","https://letterboxd.com/closetpicks/list/matias-pineiros-criterion-closet-picks/"
"Annie Baker and Lucian Johnston","annie-baker-and-lucian-johnstons-criterion","2024-04-08","2024","1","directors;writers;editors","31","https://www.youtube.com/watch?v=2PbpLSLidBw","https://letterboxd.com/closetpicks/list/annie-baker-and-lucian-johnstons-criterion/"
"Peter Wolf","peter-wolfs-criterion-closet-picks","2025-07-20","2025","0","musicians","6","https://www.youtube.com/watch?v=rib1VHrBTdk","https://letterboxd.com/closetpicks/list/peter-wolfs-criterion-closet-picks/"
"June Squibb","june-squibbs-criterion-closet-picks","2025-10-27","2025","0","actors","25","https://www.youtube.com/watch?v=K0nb9ECXdGE","https://letterboxd.com/closetpicks/list/june-squibbs-criterion-closet-picks/"
"Wagner Moura","wagner-mouras-criterion-closet-picks","2025-09-27","2025","0","actors;directors","17","https://youtu.be/hvOnBK-L-zg","https://letterboxd.com/closetpicks/list/wagner-mouras-criterion-closet-picks/"
"Amy Heckerling","amy-heckerlings-criterion-closet-picks","2017-04-03","2017","0","directors","7","https://www.youtube.com/watch?v=jsmRYmwB_HU","https://letterboxd.com/closetpicks/list/amy-heckerlings-criterion-closet-picks/"
"Sean Baker","sean-bakers-criterion-closet-picks","2015-12-07","2015","0","directors;writers;cinematographers;editors","22","https://www.youtube.com/watch?v=lCv5MnpDqYc","https://letterboxd.com/closetpicks/list/sean-bakers-criterion-closet-picks/"
"Mary Steenburgen and Ted Danson","mary-steenburgen-and-ted-dansons-criterion","2025-11-17","2025","1","actors","8","https://youtu.be/SpX9zqU9YI8","https://letterboxd.com/closetpicks/list/mary-steenburgen-and-ted-dansons-criterion/"
"Nick Offerman","nick-offermans-criterion-closet-picks","2025-09-14","2025","0","actors;author","5","https://youtu.be/Ti-nujcoKnk","https://letterboxd.com/closetpicks/list/nick-offermans-criterion-closet-picks/"
"Barry Jenkins' Second","barry-jenkins-second-criterion-closet-picks","2025-02-09","2025","0","directors;return-visits","5","","https://letterboxd.com/closetpicks/list/barry-jenkins-second-criterion-closet-picks/"
"Boots Riley","boots-rileys-criterion-closet-picks","2026-04-05","2026","0","writers;directors","32","https://youtu.be/E_66gXXfrbA","https://letterboxd.com/closetpicks/list/boots-rileys-criterion-closet-picks/"
"Anna Karina","anna-karinas-criterion-closet-picks","2016-05-12","2016","0","actors","5","https://www.youtube.com/watch?v=uZvRtwCQs44","https://letterboxd.com/closetpicks/list/anna-karinas-criterion-closet-picks/"
"David Byrne","david-byrnes-criterion-closet-picks","2025-06-15","2025","0","musicians;directors;visual-artists","11","https://www.youtube.com/watch?v=Hp2jZ7epT6s","https://letterboxd.com/closetpicks/list/david-byrnes-criterion-closet-picks/"
"György Pálfi","gyorgy-palfis-criterion-closet-picks","2024-05-28","2024","0","directors","9","","https://letterboxd.com/closetpicks/list/gyorgy-palfis-criterion-closet-picks/"
"Griffin Dunne & Amy Robinson","griffin-dunne-amy-robinsons-criterion-closet","2022-12-09","2022","1","producers;actors;directors","4","","https://letterboxd.com/closetpicks/list/griffin-dunne-amy-robinsons-criterion-closet/"
"Yance Ford","yance-fords-criterion-closet-picks","2024-04-28","2024","0","directors;writers;producers;documentarians","12","","https://letterboxd.com/closetpicks/list/yance-fords-criterion-closet-picks/"
"Rian Johnson","rian-johnsons-criterion-closet-picks","2025-11-04","2025","0","directors;writers","4","https://youtu.be/U2plMSuOgrI","https://letterboxd.com/closetpicks/list/rian-johnsons-criterion-closet-picks/"
"Carlson Young","carlson-youngs-criterion-closet-picks","2024-02-07","2024","0","actors;directors","4","","https://letterboxd.com/closetpicks/list/carlson-youngs-criterion-closet-picks/"
"Francis Ford Coppola","francis-ford-coppolas-criterion-closet-picks","2024-12-19","2024","0","directors","14","https://youtu.be/ZgWDtPVNQ7Y","https://letterboxd.com/closetpicks/list/francis-ford-coppolas-criterion-closet-picks/"
"Darius Khondji","darius-khondjis-criterion-closet-picks","2010-11-09","2010","0","cinematographers","14","","https://letterboxd.com/closetpicks/list/darius-khondjis-criterion-closet-picks/"
"Cary Elwes","cary-elwes-criterion-closet-picks","2026-01-14","2026","0","actors;author","5","https://youtu.be/mIugin2XpV4","https://letterboxd.com/closetpicks/list/cary-elwes-criterion-closet-picks/"
"Michael Cera","michael-ceras-criterion-closet-picks","2015-06-22","2015","0","actors","10","https://www.youtube.com/watch?v=5CODR5TU8RM","https://letterboxd.com/closetpicks/list/michael-ceras-criterion-closet-picks/"
"Chris Eigeman","chris-eigemans-criterion-closet-picks","2016-04-21","2016","0","actors;directors","16","https://www.youtube.com/watch?v=3ubQAunfwdo","https://letterboxd.com/closetpicks/list/chris-eigemans-criterion-closet-picks/"
"James Watkins","james-watkins-criterion-closet-picks","2024-10-08","2024","0","directors;writers","4","","https://letterboxd.com/closetpicks/list/james-watkins-criterion-closet-picks/"
"James Gray","james-grays-criterion-closet-picks","2023-07-10","2023","0","directors","4","","https://letterboxd.com/closetpicks/list/james-grays-criterion-closet-picks/"
"ANOHNI","anohnis-criterion-closet-picks","2025-09-30","2025","0","musicians;missing-links","34","https://www.youtube.com/watch?v=ty13anJtnV4","https://letterboxd.com/closetpicks/list/anohnis-criterion-closet-picks/"
"Manuel Garcia-Rulfo","manuel-garcia-rulfos-criterion-closet-picks","2023-07-04","2023","0","actors","6","https://www.youtube.com/watch?v=1PvtSPjBvyU","https://letterboxd.com/closetpicks/list/manuel-garcia-rulfos-criterion-closet-picks/"
"Letterboxd","letterboxds-criterion-closet-picks","2022-12-09","2022","1","podcasters;letterboxd-members","17","https://www.youtube.com/watch?v=nhq6_RYVeBI","https://letterboxd.com/closetpicks/list/letterboxds-criterion-closet-picks/"
"Michael Mohan","michael-mohans-criterion-closet-picks","2024-03-26","2024","0","directors","4","","https://letterboxd.com/closetpicks/list/michael-mohans-criterion-closet-picks/"
"Josh Brolin","josh-brolins-criterion-closet-picks","2025-09-17","2025","0","actors","7","https://www.youtube.com/watch?v=7FdeJX23RHw","https://letterboxd.com/closetpicks/list/josh-brolins-criterion-closet-picks/"
"Ari Aster's Second","ari-asters-second-criterion-closet-picks","2025-07-17","2025","0","return-visits;writers;directors","19","https://www.youtube.com/watch?v=vj6QawF-Q9w","https://letterboxd.com/closetpicks/list/ari-asters-second-criterion-closet-picks/"
"Joanna Hogg","joanna-hoggs-criterion-closet-picks","2021-07-13","2021","0","directors;writers","7","https://www.youtube.com/watch?v=d1BCAKfsoDk","https://letterboxd.com/closetpicks/list/joanna-hoggs-criterion-closet-picks/"
"Jarvis Cocker","jarvis-cockers-criterion-closet-picks","2024-09-12","2024","0","musicians","8","https://www.youtube.com/watch?v=B-F7GT82izA","https://letterboxd.com/closetpicks/list/jarvis-cockers-criterion-closet-picks/"
"François Girard","francois-girards-criterion-closet-picks","2023-03-31","2025","0","writers;directors","16","https://www.youtube.com/watch?v=frNkePt5Eac","https://letterboxd.com/closetpicks/list/francois-girards-criterion-closet-picks/"
"Kevin Bacon","kevin-bacons-criterion-closet-picks","2025-03-14","2025","0","actors","7","https://www.youtube.com/watch?v=uMNrdRkZwxw","https://letterboxd.com/closetpicks/list/kevin-bacons-criterion-closet-picks/"
"Tim Robbins","tim-robbins-criterion-closet-picks","2016-10-16","2016","0","actors;directors","13","https://www.youtube.com/watch?v=Ylv_adLFI9M","https://letterboxd.com/closetpicks/list/tim-robbins-criterion-closet-picks/"
"Molly Ringwald","molly-ringwalds-criterion-closet-picks","2024-03-11","2024","0","actors","42","https://youtu.be/d_ZBeZ_C0v8","https://letterboxd.com/closetpicks/list/molly-ringwalds-criterion-closet-picks/"
"Anthony Chen","anthony-chens-criterion-closet-picks","2023-12-15","2023","0","directors","2","","https://letterboxd.com/closetpicks/list/anthony-chens-criterion-closet-picks/"
"Jeremy O. Harris","jeremy-o-harris-criterion-closet-picks","2024-04-15","2024","0","documentarians;actors","22","https://www.youtube.com/watch?v=j9c7TOz0YK8","https://letterboxd.com/closetpicks/list/jeremy-o-harris-criterion-closet-picks/"
"Joyce Chopra","joyce-chopras-criterion-closet-picks","2022-11-22","2022","0","writers;directors","2","","https://letterboxd.com/closetpicks/list/joyce-chopras-criterion-closet-picks/"
"Sam Morril","sam-morrils-criterion-closet-picks","2024-06-25","2024","0","comedians","7","","https://letterboxd.com/closetpicks/list/sam-morrils-criterion-closet-picks/"
"Chie Hayakawa","chie-hayakawas-criterion-closet-picks","2023-04-18","2023","0","directors","8","","https://letterboxd.com/closetpicks/list/chie-hayakawas-criterion-closet-picks/"
"India Donaldson and Lily Collias","india-donaldson-and-lily-collias-criterion","2024-08-08","2024","1","actors;directors;a-lovely-visit-from-india-donaldson-and-lily-collias-","26","","https://letterboxd.com/closetpicks/list/india-donaldson-and-lily-collias-criterion/"
"Kemp Powers","kemp-powers-criterion-closet-picks","2021-12-10","2021","0","writers;directors","7","https://www.youtube.com/watch?v=T2v6g61FgQU","https://letterboxd.com/closetpicks/list/kemp-powers-criterion-closet-picks/"
"Vicky Krieps","vicky-krieps-criterion-closet-picks","2022-12-22","2022","0","actors","9","https://www.youtube.com/watch?v=mAanJ3WWKjw","https://letterboxd.com/closetpicks/list/vicky-krieps-criterion-closet-picks/"
"Matt Dillon","matt-dillons-criterion-closet-picks","2025-06-10","2025","0","actors","15","https://www.youtube.com/watch?v=dztz_rQrOGM","https://letterboxd.com/closetpicks/list/matt-dillons-criterion-closet-picks/"
"Park Chan-wook","park-chan-wooks-criterion-closet-picks","2023-08-09","2023","0","directors","30","","https://letterboxd.com/closetpicks/list/park-chan-wooks-criterion-closet-picks/"
"Joseph Kosinski","joseph-kosinskis-criterion-closet-picks","2025-06-17","2025","0","directors","6","https://youtu.be/T-6bjKyJYDc","https://letterboxd.com/closetpicks/list/joseph-kosinskis-criterion-closet-picks/"
"Robert Downey Sr.","robert-downey-srs-criterion-closet-picks","2011-09-11","2011","0","directors;actors","15","https://www.youtube.com/watch?v=ZHBVH6ut2k8","https://letterboxd.com/closetpicks/list/robert-downey-srs-criterion-closet-picks/"
"Christos Nikou","christos-nikous-criterion-closet-picks","2023-11-03","2023","0","directors","8","","https://letterboxd.com/closetpicks/list/christos-nikous-criterion-closet-picks/"
"Flying Lotus","flying-lotus-criterion-closet-picks","2018-01-18","2018","0","musicians;directors","15","https://www.youtube.com/watch?v=MAysUV9xN6c","https://letterboxd.com/closetpicks/list/flying-lotus-criterion-closet-picks/"
"Weston Razooli","weston-razoolis-criterion-closet-picks","2024-03-20","2024","0","directors;writers","4","","https://letterboxd.com/closetpicks/list/weston-razoolis-criterion-closet-picks/"
"Kleber Mendonça Filho","kleber-mendonca-filhos-criterion-closet-picks","2023-10-11","2023","0","writers;directors;critic","60","https://www.youtube.com/watch?v=vkJN9gRtjtk","https://letterboxd.com/closetpicks/list/kleber-mendonca-filhos-criterion-closet-picks/"
"Carl Franklin","carl-franklins-criterion-closet-picks","2023-05-23","2023","0","directors;actors","20","https://www.youtube.com/watch?v=PnYhi85VmVE","https://letterboxd.com/closetpicks/list/carl-franklins-criterion-closet-picks/"
"Anton Corbijn","anton-corbijns-criterion-closet-picks","2023-08-16","2023","0","directors","14","https://www.youtube.com/watch?v=OTzyn4xNU9M","https://letterboxd.com/closetpicks/list/anton-corbijns-criterion-closet-picks/"
"Lav Diaz","lav-diaz-criterion-closet-picks","2023-08-24","2023","0","directors","2","","https://letterboxd.com/closetpicks/list/lav-diaz-criterion-closet-picks/"
"JT Mollner and Giovanni Ribisi","jt-mollner-and-giovanni-ribisis-criterion","2024-08-14","2024","1","writers;directors;actors;cinematographers","46","","https://letterboxd.com/closetpicks/list/jt-mollner-and-giovanni-ribisis-criterion/"
"David Remnick","david-remnicks-criterion-closet-picks","2025-11-11","2025","0","magazine-editors;journalists","77","https://youtu.be/xmtYGTtOQww","https://letterboxd.com/closetpicks/list/david-remnicks-criterion-closet-picks/"
"Cyril Schäublin","cyril-schaublins-criterion-closet-picks","2023-05-04","2023","0","directors","12","","https://letterboxd.com/closetpicks/list/cyril-schaublins-criterion-closet-picks/"
"Wim Wenders' Second","wim-wenders-second-criterion-closet-picks","2023-12-07","2023","0","directors;playwright;author;photographer;return-visits","17","https://www.youtube.com/watch?v=6dXSH9n2aC4","https://letterboxd.com/closetpicks/list/wim-wenders-second-criterion-closet-picks/"
"Cate Blanchett and Todd Field","cate-blanchett-and-todd-fields-criterion","2022-10-25","2022","1","actors;directors","71","https://www.youtube.com/watch?v=K_rAKw7q6RY","https://letterboxd.com/closetpicks/list/cate-blanchett-and-todd-fields-criterion/"
"Marion Cotillard","marion-cotillards-criterion-closet-picks","2025-09-11","2025","0","actors","25","https://www.youtube.com/watch?v=sPP5CuNVNU8","https://letterboxd.com/closetpicks/list/marion-cotillards-criterion-closet-picks/"
"Isabelle Huppert","isabelle-hupperts-criterion-closet-picks","2017-11-13","2017","0","actors","18","https://www.youtube.com/watch?v=rcBivDDUMTM","https://letterboxd.com/closetpicks/list/isabelle-hupperts-criterion-closet-picks/"
"Billy Crudup","billy-crudups-criterion-closet-picks","2025-09-10","2025","0","actors","14","https://youtu.be/FMxLQPHnuZA","https://letterboxd.com/closetpicks/list/billy-crudups-criterion-closet-picks/"
"Lisa Kudrow","lisa-kudrows-criterion-closet-picks","2026-05-03","2026","0","actors;writers","5","https://youtu.be/VsywXM8vMLs","https://letterboxd.com/closetpicks/list/lisa-kudrows-criterion-closet-picks/"
"Matteo Garrone","matteo-garrones-criterion-closet-picks","2023-11-02","2024","0","writers;directors","11","https://www.youtube.com/watch?v=0EqzFc4YC50","https://letterboxd.com/closetpicks/list/matteo-garrones-criterion-closet-picks/"
"M.I.A. and Stephen Loveridge","mia-and-stephen-loveridges-criterion-closet","2018-10-31","2018","1","musicians;documentarians","7","https://www.youtube.com/watch?v=08UA7zgLanc","https://letterboxd.com/closetpicks/list/mia-and-stephen-loveridges-criterion-closet/"
"Julia Fox","julia-foxs-criterion-closet-picks","2025-01-21","2024","0","actors","14","https://www.youtube.com/watch?v=ZbuxEu2EoFI&amp;list=WL&amp;index=3&amp;pp=gAQBiAQB","https://letterboxd.com/closetpicks/list/julia-foxs-criterion-closet-picks/"
"Richard E. Grant","richard-e-grants-criterion-closet-picks","2019-03-15","2019","0","actors","11","https://www.youtube.com/watch?v=OpuQ4-CCct4","https://letterboxd.com/closetpicks/list/richard-e-grants-criterion-closet-picks/"
"Ayo Edebiri","ayo-edebiris-criterion-closet-picks","2024-06-16","2024","0","comedians;actors;letterboxd-members","9","https://www.youtube.com/watch?v=7LvIlPvrjGk","https://letterboxd.com/closetpicks/list/ayo-edebiris-criterion-closet-picks/"
"Bill and Turner Ross","bill-and-turner-ross-criterion-closet-picks","2024-05-08","2024","1","directors","40","https://www.youtube.com/watch?v=UJOVbQbpyO0","https://letterboxd.com/closetpicks/list/bill-and-turner-ross-criterion-closet-picks/"
"Justine Triet","justine-triets-criterion-closet-picks","2023-10-09","2024","0","directors","17","https://www.youtube.com/watch?v=YaPwpoe746g","https://letterboxd.com/closetpicks/list/justine-triets-criterion-closet-picks/"
"Tracy Letts","tracy-letts-criterion-closet-picks","2025-10-18","2025","0","playwright;actors","16","https://www.youtube.com/watch?v=EQ7jDVdL5Ko","https://letterboxd.com/closetpicks/list/tracy-letts-criterion-closet-picks/"
"Gregg Araki and James Duval","gregg-araki-and-james-duvals-criterion-closet","2023-09-27","2023","1","directors;actors","9","","https://letterboxd.com/closetpicks/list/gregg-araki-and-james-duvals-criterion-closet/"
"Agnieszka Holland","agnieszka-hollands-criterion-closet-picks","2024-06-20","2024","0","directors;writers","38","https://www.youtube.com/watch?v=pU-zkQTKtpQ","https://letterboxd.com/closetpicks/list/agnieszka-hollands-criterion-closet-picks/"
"Katya Zamolodchikova","katya-zamolodchikovas-closet-picks","2025-04-06","2025","0","author;comedians;drag-performer","10","https://www.youtube.com/watch?v=SCKxAojIGeg","https://letterboxd.com/closetpicks/list/katya-zamolodchikovas-closet-picks/"
"Neve Campbell, Chelsea McMullan, and Sean O'Neill","neve-campbell-chelsea-mcmullan-and-sean-oneills","2024-07-29","2024","1","actors;directors;producers","15","","https://letterboxd.com/closetpicks/list/neve-campbell-chelsea-mcmullan-and-sean-oneills/"
"Frederick Elmes","frederick-elmes-criterion-closet-picks","2024-04-09","2024","0","cinematographers","42","","https://letterboxd.com/closetpicks/list/frederick-elmes-criterion-closet-picks/"
"Louis Garrel","louis-garrels-criterion-closet-picks","2016-08-30","2016","0","actors","30","https://www.youtube.com/watch?v=c2Xf_iXTjXg","https://letterboxd.com/closetpicks/list/louis-garrels-criterion-closet-picks/"
"Frederick Wiseman","frederick-wisemans-criterion-closet-picks","2022-11-09","2022","0","directors","6","https://www.youtube.com/watch?v=kOpRVNqOZUA","https://letterboxd.com/closetpicks/list/frederick-wisemans-criterion-closet-picks/"
"Mike Leigh and Marianne Jean-Baptiste","mike-leigh-and-marianne-jean-baptistes-criterion","2024-10-06","2024","1","directors;actors;return-visits;missing-links","28","https://www.youtube.com/watch?v=d1RJNZak2Dw","https://letterboxd.com/closetpicks/list/mike-leigh-and-marianne-jean-baptistes-criterion/"
"Chris Wilcha","chris-wilchas-criterion-closet-picks","2024-05-29","2024","0","directors","4","","https://letterboxd.com/closetpicks/list/chris-wilchas-criterion-closet-picks/"
"Julia Garner","julia-garners-criterion-closet-picks","2025-02-28","2024","0","actors","15","https://www.youtube.com/watch?v=hsB1e2aV4Vo","https://letterboxd.com/closetpicks/list/julia-garners-criterion-closet-picks/"
"Brit Marling and Zal Batmanglij","brit-marling-and-zal-batmanglijs-criterion","2023-11-10","2023","1","writers;directors","9","https://www.youtube.com/watch?v=1gRDJYgoYd4","https://letterboxd.com/closetpicks/list/brit-marling-and-zal-batmanglijs-criterion/"
"Charlie Day","charlie-days-criterion-closet-picks","2023-05-08","2023","0","actors;directors","53","https://www.youtube.com/watch?v=lQMK7yKCaUM","https://letterboxd.com/closetpicks/list/charlie-days-criterion-closet-picks/"
"Derek Cianfrance","derek-cianfrances-criterion-closet-picks","2025-10-06","2025","0","writers;directors","77","https://youtu.be/rzK__Z6jIwY","https://letterboxd.com/closetpicks/list/derek-cianfrances-criterion-closet-picks/"
"Jay Duplass","jay-duplass-criterion-closet-picks","2025-09-01","2025","0","directors;writers","5","https://www.youtube.com/watch?v=nKyCofQNj-U","https://letterboxd.com/closetpicks/list/jay-duplass-criterion-closet-picks/"
"Stellan Skarsgård","stellan-skarsgards-criterion-closet-picks","2025-09-28","2025","0","actors","11","https://youtu.be/vpw582iA-n4","https://letterboxd.com/closetpicks/list/stellan-skarsgards-criterion-closet-picks/"
"Charlotte Wells","charlotte-wells-criterion-closet-picks","2023-01-18","2023","0","directors;writers","12","https://www.youtube.com/watch?v=4uIXEiSB87I","https://letterboxd.com/closetpicks/list/charlotte-wells-criterion-closet-picks/"
"Rickie Lee Jones","rickie-lee-jones-criterion-closet-picks","2023-07-30","2023","0","musicians","21","https://www.youtube.com/watch?v=Ru_7YGRLoG8","https://letterboxd.com/closetpicks/list/rickie-lee-jones-criterion-closet-picks/"
"Guy Maddin","guy-maddins-criterion-closet-picks","2011-04-17","2011","0","directors","13","https://www.youtube.com/watch?v=TowINv3Oq8E","https://letterboxd.com/closetpicks/list/guy-maddins-criterion-closet-picks/"
"Paula Beer","paula-beers-criterion-closet-picks","2023-06-15","2023","0","actors","3","","https://letterboxd.com/closetpicks/list/paula-beers-criterion-closet-picks/"
"Steven Knight","steven-knights-criterion-closet-picks","2026-03-09","2026","0","writers;directors","9","https://www.youtube.com/watch?v=2_ITjg3vrEU","https://letterboxd.com/closetpicks/list/steven-knights-criterion-closet-picks/"
"Denis Villeneuve","denis-villeneuves-criterion-closet-picks","2024-12-02","2024","0","directors;writers","14","https://www.youtube.com/watch?v=UrgucAPeqIs","https://letterboxd.com/closetpicks/list/denis-villeneuves-criterion-closet-picks/"
"Daniel Roher","daniel-rohers-criterion-closet-picks","2023-03-03","2023","0","documentarians","6","","https://letterboxd.com/closetpicks/list/daniel-rohers-criterion-closet-picks/"
"Isabel Sandoval","isabel-sandovals-criterion-closet-picks","2021-05-02","2021","0","directors;writers;actors","52","https://www.youtube.com/watch?v=NySo5Sggpu0","https://letterboxd.com/closetpicks/list/isabel-sandovals-criterion-closet-picks/"
"Bong Joon-ho","bong-joon-hos-criterion-closet-picks","2014-07-07","2014","0","directors;writers","19","https://www.youtube.com/watch?v=qBgZQCkUp7E","https://letterboxd.com/closetpicks/list/bong-joon-hos-criterion-closet-picks/"
"Patrick Brice","patrick-brices-criterion-closet-picks","2015-09-14","2015","0","writers;directors","9","https://www.youtube.com/watch?v=D1r8aWfOXcI","https://letterboxd.com/closetpicks/list/patrick-brices-criterion-closet-picks/"
"M3gan","m3gans-criterion-closet-picks","2025-06-09","2025","0","parody","4","","https://letterboxd.com/closetpicks/list/m3gans-criterion-closet-picks/"
"Aubrey Plaza and Jeff Baena","aubrey-plaza-and-jeff-baenas-criterion-closet","2017-07-16","2017","1","actors;writers;directors;comedians","18","https://www.youtube.com/watch?v=b78bW2EoXeM","https://letterboxd.com/closetpicks/list/aubrey-plaza-and-jeff-baenas-criterion-closet/"
"Sean Durkin","sean-durkins-criterion-closet-picks","2023-12-18","2023","0","writers;directors","3","","https://letterboxd.com/closetpicks/list/sean-durkins-criterion-closet-picks/"
"Elisabeth Moss","elisabeth-moss-criterion-closet-picks","2026-03-18","2026","0","actors","8","https://youtu.be/RgGuFOid5PE","https://letterboxd.com/closetpicks/list/elisabeth-moss-criterion-closet-picks/"
"Steve Coogan","steve-coogans-criterion-closet-picks","2025-03-27","2025","0","actors;writers;producers;comedians","7","https://youtu.be/9vp9ruYEYHA","https://letterboxd.com/closetpicks/list/steve-coogans-criterion-closet-picks/"
"Andre Gregory and Wallace Shawn","andre-gregory-and-wallace-shawns-criterion","2015-06-09","2015","1","actors;comedians;playwright;writers;essayists","8","https://www.youtube.com/watch?v=xjMy2RSgBAo","https://letterboxd.com/closetpicks/list/andre-gregory-and-wallace-shawns-criterion/"
"Lee Daniels","lee-daniels-criterion-closet-picks","2024-08-01","2024","0","writers;directors","21","https://www.youtube.com/watch?v=dqNtp1bAI8o","https://letterboxd.com/closetpicks/list/lee-daniels-criterion-closet-picks/"
"Alex Winter","alex-winters-criterion-closet-picks","2025-11-17","2025","0","directors;actors","9","https://youtu.be/284iOLWmQCw","https://letterboxd.com/closetpicks/list/alex-winters-criterion-closet-picks/"
"Hari Nef","hari-nefs-criterion-closet-picks","2023-12-21","2023","0","actors","12","https://www.youtube.com/watch?v=DtFFk4V4YJs","https://letterboxd.com/closetpicks/list/hari-nefs-criterion-closet-picks/"
"Kristin Scott Thomas","kristin-scott-thomas-criterion-closet-picks","2025-08-03","2025","0","actors","18","https://www.youtube.com/watch?v=KWVa02RsBbg","https://letterboxd.com/closetpicks/list/kristin-scott-thomas-criterion-closet-picks/"
"John Cameron Mitchell","john-cameron-mitchells-criterion-closet-picks","2026-03-26","2026","0","actors;directors;drag-performer;musicians;playwright","34","https://www.youtube.com/watch?v=4iilUJHpAf0&amp;list=WL&amp;index=8&amp;pp=iAQBsAgC","https://letterboxd.com/closetpicks/list/john-cameron-mitchells-criterion-closet-picks/"
"Atom Egoyan","atom-egoyans-criterion-closet-picks","2024-01-22","2024","0","writers;directors","44","","https://letterboxd.com/closetpicks/list/atom-egoyans-criterion-closet-picks/"
"Reginald Hudlin","reginald-hudlins-criterion-closet-picks","2025-09-03","2025","0","writers;directors;producers","28","https://youtu.be/HvTo60eXjcs","https://letterboxd.com/closetpicks/list/reginald-hudlins-criterion-closet-picks/"
"Margaret Brown","margaret-browns-criterion-closet-picks","2023-01-13","2023","0","documentarians","6","","https://letterboxd.com/closetpicks/list/margaret-browns-criterion-closet-picks/"
"Ira Sachs' Second","ira-sachs-second-criterion-closet-picks","2025-08-24","2026","0","writers;directors;return-visits","7","https://www.youtube.com/watch?v=ENCPEKroK44","https://letterboxd.com/closetpicks/list/ira-sachs-second-criterion-closet-picks/"
"Kathryn Bigelow","kathryn-bigelows-criterion-closet-picks","2025-10-27","2025","0","directors;writers","8","https://www.youtube.com/watch?v=oXDO1X8yQyA","https://letterboxd.com/closetpicks/list/kathryn-bigelows-criterion-closet-picks/"
"Deragh Campbell and Matt Johnson","deragh-campbell-and-matt-johnsons-criterion","2024-09-13","2024","1","actors;return-visits","17","","https://letterboxd.com/closetpicks/list/deragh-campbell-and-matt-johnsons-criterion/"
"Andrew Garfield","andrew-garfields-criterion-closet-picks","2024-10-01","2024","0","actors","10","https://youtu.be/3tH0irhiQVg","https://letterboxd.com/closetpicks/list/andrew-garfields-criterion-closet-picks/"
"John Waters","john-waters-criterion-closet-picks","2019-09-18","2019","0","directors;actors","6","https://www.youtube.com/watch?v=std013XVxSk","https://letterboxd.com/closetpicks/list/john-waters-criterion-closet-picks/"
