"title","slug","criterion_spine_number","director","year","country","genres","criterion_url","imdb_id","imdb_url","tmdb_id","tmdb_url","letterboxd_url","pick_count","is_box_set","credits","tmdb_type"
"Close-Up","close-up","519","Abbas Kiarostami","1990","","[""Crime"",""Drama""]","https://www.criterion.com/films/1092-close-up","tt0100234","https://www.imdb.com/title/tt0100234/","30017","https://www.themoviedb.org/movie/30017","https://letterboxd.com/tmdb/30017","8","0","{""directors"":[{""name"":""Abbas Kiarostami"",""tmdb_id"":119294}],""writers"":[{""name"":""Abbas Kiarostami"",""tmdb_id"":119294}],""cinematographers"":[{""name"":""Ali Reza Zarrindast"",""tmdb_id"":1118642}],""editors"":[{""name"":""Abbas Kiarostami"",""tmdb_id"":119294}],""cast"":[{""name"":""Hossain Sabzian"",""tmdb_id"":1118644,""character"":""Self""},{""name"":""Monoochehr Ahankhah"",""tmdb_id"":143370,""character"":""Self""},{""name"":""Mahrokh Ahankhah"",""tmdb_id"":143371,""character"":""Self""},{""name"":""Abolfazl Ahankhah"",""tmdb_id"":1118645,""character"":""Self""},{""name"":""Mehrdad Ahankhah"",""tmdb_id"":1118646,""character"":""Self""},{""name"":""Nayer Mohseni Zonoozi"",""tmdb_id"":143372,""character"":""Self""},{""name"":""Hossain Farazmand"",""tmdb_id"":1118648,""character"":""Reporter""},{""name"":""Ahmad Reza Moayed Mohseni"",""tmdb_id"":1118647,""character"":""Family Friend""}]}",""
"Closely Watched Trains","closely-watched-trains","131","Jiří Menzel","1966","","[""Comedy"",""Drama"",""War""]","https://www.criterion.com/films/212-closely-watched-trains","tt0060802","https://www.imdb.com/title/tt0060802/","789","https://www.themoviedb.org/movie/789","https://letterboxd.com/tmdb/789","1","0","{""directors"":[{""name"":""Jiří Menzel"",""tmdb_id"":11720}],""writers"":[{""name"":""Jiří Menzel"",""tmdb_id"":11720},{""name"":""Bohumil Hrabal"",""tmdb_id"":11721}],""cinematographers"":[{""name"":""Jaromír Šofr"",""tmdb_id"":11725}],""editors"":[{""name"":""Jiřina Lukešová"",""tmdb_id"":11726}],""cast"":[{""name"":""Václav Neckář"",""tmdb_id"":11731,""character"":""Trainee Milos Hrma""},{""name"":""Jitka Scoffin"",""tmdb_id"":11737,""character"":""Conducteress Masa""},{""name"":""Vladimír Valenta"",""tmdb_id"":11734,""character"":""Stationmaster Max""},{""name"":""Libuše Havelková"",""tmdb_id"":544211,""character"":""Max's wife""},{""name"":""Josef Somr"",""tmdb_id"":11732,""character"":""Train dispatcher Hubicka""},{""name"":""Alois Vachek"",""tmdb_id"":11735,""character"":""Novak""},{""name"":""Jitka Zelenohorská"",""tmdb_id"":11738,""character"":""Zdenka""},{""name"":""Vlastimil Brodský"",""tmdb_id"":11733,""character"":""Counselor Zednicek""}]}",""
"Code Unknown","code-unknown","780","Michael Haneke","2000","","[""Drama""]","https://www.criterion.com/films/28738-code-unknown","tt0216625","https://www.imdb.com/title/tt0216625/","30970","https://www.themoviedb.org/movie/30970","https://letterboxd.com/tmdb/30970","2","0","{""directors"":[{""name"":""Michael Haneke"",""tmdb_id"":6011}],""writers"":[{""name"":""Michael Haneke"",""tmdb_id"":6011}],""cinematographers"":[{""name"":""Jürgen Jürges"",""tmdb_id"":5639}],""editors"":[{""name"":""Andreas Prochaska"",""tmdb_id"":16794},{""name"":""Karin Hartusch"",""tmdb_id"":36107},{""name"":""Nadine Muse"",""tmdb_id"":6029}],""cast"":[{""name"":""Juliette Binoche"",""tmdb_id"":1137,""character"":""Anne Laurent""},{""name"":""Thierry Neuvic"",""tmdb_id"":83813,""character"":""Georges""},{""name"":""Josef Bierbichler"",""tmdb_id"":11610,""character"":""Bauer""},{""name"":""Alexandre Hamidi"",""tmdb_id"":1362307,""character"":""Jean""},{""name"":""Maimouna Hélène Diarra"",""tmdb_id"":557136,""character"":""Aminate""},{""name"":""Ona Lu Yenke"",""tmdb_id"":1576035,""character"":""Amadou""},{""name"":""Djibril Kouyaté"",""tmdb_id"":1646451,""character"":""The Father""},{""name"":""Luminița Gheorghiu"",""tmdb_id"":39961,""character"":""Maria""}]}",""
"Cold War","cold-war","1005","Paweł Pawlikowski","2017","","[""Romance"",""Music"",""Drama""]","https://www.criterion.com/films/30104-cold-war","tt6543652","https://www.imdb.com/title/tt6543652/","440298","https://www.themoviedb.org/movie/440298","https://letterboxd.com/tmdb/440298","5","0","{""directors"":[{""name"":""Paweł Pawlikowski"",""tmdb_id"":64194}],""writers"":[{""name"":""Paweł Pawlikowski"",""tmdb_id"":64194},{""name"":""Janusz Głowacki"",""tmdb_id"":342858}],""cinematographers"":[{""name"":""Łukasz Żal"",""tmdb_id"":1609221}],""editors"":[{""name"":""Jarosław Kamiński"",""tmdb_id"":1421495}],""cast"":[{""name"":""Joanna Kulig"",""tmdb_id"":908548,""character"":""Zuzanna 'Zula' Lichoń""},{""name"":""Tomasz Kot"",""tmdb_id"":140652,""character"":""Wiktor Warski""},{""name"":""Borys Szyc"",""tmdb_id"":95105,""character"":""Lech Kaczmarek""},{""name"":""Agata Kulesza"",""tmdb_id"":566101,""character"":""Irena Bielecka""},{""name"":""Cédric Kahn"",""tmdb_id"":93903,""character"":""Michel""},{""name"":""Jeanne Balibar"",""tmdb_id"":77191,""character"":""Juliette""},{""name"":""Adam Woronowicz"",""tmdb_id"":136558,""character"":""Consul""},{""name"":""Adam Ferency"",""tmdb_id"":1409,""character"":""Minister""}]}",""
"Cold Water","cold-water","944","Olivier Assayas","1994","","[""Drama""]","https://www.criterion.com/films/29385-cold-water","tt0109702","https://www.imdb.com/title/tt0109702/","64901","https://www.themoviedb.org/movie/64901","https://letterboxd.com/tmdb/64901","1","0","{""directors"":[{""name"":""Olivier Assayas"",""tmdb_id"":21678}],""writers"":[{""name"":""Olivier Assayas"",""tmdb_id"":21678}],""cinematographers"":[{""name"":""Denis Lenoir"",""tmdb_id"":23464}],""editors"":[{""name"":""Luc Barnier"",""tmdb_id"":23397}],""cast"":[{""name"":""Virginie Ledoyen"",""tmdb_id"":19163,""character"":""Christine""},{""name"":""Cyprien Fouquet"",""tmdb_id"":240051,""character"":""Gilles""},{""name"":""László Szabó"",""tmdb_id"":38899,""character"":""Le père de Gilles""},{""name"":""Jean-Pierre Darroussin"",""tmdb_id"":28463,""character"":""L'inspecteur""},{""name"":""Dominique Faysse"",""tmdb_id"":6546,""character"":""La mère de Christine""},{""name"":""Jackie Berroyer"",""tmdb_id"":82288,""character"":""Le père de Christine""},{""name"":""Smaïl Mekki"",""tmdb_id"":552366,""character"":""Mourad""},{""name"":""Jean-Christophe Bouvet"",""tmdb_id"":19776,""character"":""Le professeur""}]}",""
"Come and See","come-and-see","1035","Elem Klimov","1985","","[""Drama"",""War""]","https://www.criterion.com/films/28895-come-and-see","tt0091251","https://www.imdb.com/title/tt0091251/","25237","https://www.themoviedb.org/movie/25237","https://letterboxd.com/tmdb/25237","7","0","{""directors"":[{""name"":""Elem Klimov"",""tmdb_id"":93406}],""writers"":[{""name"":""Elem Klimov"",""tmdb_id"":93406},{""name"":""Ales Adamovich"",""tmdb_id"":59903}],""cinematographers"":[{""name"":""Alexey Rodionov"",""tmdb_id"":57467}],""editors"":[{""name"":""Valeriya Belova"",""tmdb_id"":1092913}],""cast"":[{""name"":""Aleksei Kravchenko"",""tmdb_id"":93407,""character"":""Flyora Gayshun""},{""name"":""Olga Mironova"",""tmdb_id"":93408,""character"":""Glasha""},{""name"":""Liubomiras Laucevičius"",""tmdb_id"":93409,""character"":""Kosach""},{""name"":""Vladas Bagdonas"",""tmdb_id"":139096,""character"":""Rubezh""},{""name"":""Jüri Lumiste"",""tmdb_id"":1148739,""character"":""Obersturmführer""},{""name"":""Viktors Lorencs"",""tmdb_id"":1148740,""character"":""Sturmbannführer""},{""name"":""Kazimir Rabetsky"",""tmdb_id"":1148741,""character"":""Village Headman""},{""name"":""Yevgeni Tilicheyev"",""tmdb_id"":1148742,""character"":""Gezhel""}]}",""
"Contempt","contempt","171","Jean-Luc Godard","1963","","[""Drama"",""Romance""]","https://www.criterion.com/films/239-contempt","tt0057345","https://www.imdb.com/title/tt0057345/","266","https://www.themoviedb.org/movie/266","https://letterboxd.com/tmdb/266","1","0","{""directors"":[{""name"":""Jean-Luc Godard"",""tmdb_id"":3776}],""writers"":[{""name"":""Jean-Luc Godard"",""tmdb_id"":3776}],""cinematographers"":[{""name"":""Raoul Coutard"",""tmdb_id"":3540}],""editors"":[{""name"":""Agnès Guillemot"",""tmdb_id"":3526},{""name"":""Lila Lakshmanan"",""tmdb_id"":3782}],""cast"":[{""name"":""Brigitte Bardot"",""tmdb_id"":3783,""character"":""Camille Javal""},{""name"":""Michel Piccoli"",""tmdb_id"":3784,""character"":""Paul Javal""},{""name"":""Jack Palance"",""tmdb_id"":3785,""character"":""Jeremy Prokosch""},{""name"":""Giorgia Moll"",""tmdb_id"":3786,""character"":""Francesca Vanini""},{""name"":""Fritz Lang"",""tmdb_id"":68,""character"":""Fritz Lang""},{""name"":""Raoul Coutard"",""tmdb_id"":3540,""character"":""Cameraman""},{""name"":""Jean-Luc Godard"",""tmdb_id"":3776,""character"":""Lang's Assistant Director""},{""name"":""Linda Veras"",""tmdb_id"":3787,""character"":""Sirene""}]}",""
"Cooley High","cooley-high","1165","Michael Schultz","1975","","[""Comedy"",""Drama"",""Romance""]","https://www.criterion.com/films/31689-cooley-high","tt0072820","https://www.imdb.com/title/tt0072820/","35711","https://www.themoviedb.org/movie/35711","https://letterboxd.com/tmdb/35711","2","0","{""directors"":[{""name"":""Michael Schultz"",""tmdb_id"":77300}],""writers"":[{""name"":""Eric Monte"",""tmdb_id"":114676}],""cinematographers"":[],""editors"":[{""name"":""Christopher Holmes"",""tmdb_id"":58135}],""cast"":[{""name"":""Glynn Turman"",""tmdb_id"":114674,""character"":""Leroy \""Preach\"" Jackson""},{""name"":""Lawrence Hilton-Jacobs"",""tmdb_id"":36152,""character"":""Richard \""Cochise\"" Morris""},{""name"":""Garrett Morris"",""tmdb_id"":83187,""character"":""Mr. Mason""},{""name"":""Cynthia Davis"",""tmdb_id"":114675,""character"":""Brenda""},{""name"":""Corin Rogers"",""tmdb_id"":1568346,""character"":""Pooter""},{""name"":""Maurice Leon Havis"",""tmdb_id"":1568347,""character"":""Willie""},{""name"":""Joseph Carter Wilson"",""tmdb_id"":1568348,""character"":""Tyrone""},{""name"":""Sherman Smith"",""tmdb_id"":1568349,""character"":""Stone""}]}",""
"Coup de Grâce","coup-de-grace","192","Volker Schlöndorff","1976","","[""War"",""Drama""]","https://www.criterion.com/films/737-coup-de-grace","tt0074515","https://www.imdb.com/title/tt0074515/","42226","https://www.themoviedb.org/movie/42226","https://letterboxd.com/tmdb/42226","2","0","{""directors"":[{""name"":""Volker Schlöndorff"",""tmdb_id"":10249}],""writers"":[{""name"":""Jutta Brückner"",""tmdb_id"":1196816},{""name"":""Geneviève Dormann"",""tmdb_id"":1725982},{""name"":""Margarethe von Trotta"",""tmdb_id"":39298}],""cinematographers"":[{""name"":""Igor Luther"",""tmdb_id"":10253}],""editors"":[{""name"":""Jane Seitz"",""tmdb_id"":2362}],""cast"":[{""name"":""Margarethe von Trotta"",""tmdb_id"":39298,""character"":""Sophie de Reval""},{""name"":""Matthias Habich"",""tmdb_id"":4534,""character"":""Erich von Lhomond""},{""name"":""Rüdiger Kirschstein"",""tmdb_id"":232506,""character"":""Conrad de Reval""},{""name"":""Mathieu Carrière"",""tmdb_id"":36925,""character"":""Volkmar von Plessen""},{""name"":""Valeska Gert"",""tmdb_id"":5038,""character"":""Tante Praskovia""},{""name"":""Frederik von Zichy"",""tmdb_id"":545505,""character"":""Franz von Aland""},{""name"":""Bruno Thost"",""tmdb_id"":545504,""character"":""Chopin""},{""name"":""Marc Eyraud"",""tmdb_id"":37140,""character"":""Doctor Paul Rugen""}]}",""
"Crash","crash","1059","David Cronenberg","1996","","[""Thriller"",""Drama""]","https://www.criterion.com/films/29014-crash","tt0115964","https://www.imdb.com/title/tt0115964/","884","https://www.themoviedb.org/movie/884","https://letterboxd.com/tmdb/884","6","0","{""directors"":[{""name"":""David Cronenberg"",""tmdb_id"":224}],""writers"":[{""name"":""David Cronenberg"",""tmdb_id"":224}],""cinematographers"":[{""name"":""Peter Suschitzky"",""tmdb_id"":307}],""editors"":[{""name"":""Ronald Sanders"",""tmdb_id"":310}],""cast"":[{""name"":""James Spader"",""tmdb_id"":13548,""character"":""James Ballard""},{""name"":""Holly Hunter"",""tmdb_id"":18686,""character"":""Helen Remington""},{""name"":""Elias Koteas"",""tmdb_id"":13550,""character"":""Vaughan""},{""name"":""Deborah Kara Unger"",""tmdb_id"":13549,""character"":""Catherine Ballard""},{""name"":""Rosanna Arquette"",""tmdb_id"":2165,""character"":""Gabrielle""},{""name"":""Peter MacNeill"",""tmdb_id"":229,""character"":""Colin Seagrave""},{""name"":""Cheryl Swarts"",""tmdb_id"":13552,""character"":""Vera Seagrave""},{""name"":""Yolande Julian"",""tmdb_id"":1451586,""character"":""Airport Hooker""}]}",""
"Cría cuervos","cria-cuervos","403","Carlos Saura","1976","","[""Drama""]","https://www.criterion.com/films/519-cria-cuervos","tt0074360","https://www.imdb.com/title/tt0074360/","51857","https://www.themoviedb.org/movie/51857","https://letterboxd.com/tmdb/51857","2","0","{""directors"":[{""name"":""Carlos Saura"",""tmdb_id"":96369}],""writers"":[{""name"":""Carlos Saura"",""tmdb_id"":96369}],""cinematographers"":[{""name"":""Teo Escamilla"",""tmdb_id"":37736}],""editors"":[{""name"":""Pablo G. del Amo"",""tmdb_id"":32212}],""cast"":[{""name"":""Ana Torrent"",""tmdb_id"":24976,""character"":""Ana""},{""name"":""Conchita Pérez"",""tmdb_id"":1365422,""character"":""Irene""},{""name"":""Mayte Sánchez"",""tmdb_id"":1320102,""character"":""Maite""},{""name"":""Geraldine Chaplin"",""tmdb_id"":400,""character"":""María""},{""name"":""Mónica Randall"",""tmdb_id"":107781,""character"":""Paulina""},{""name"":""Florinda Chico"",""tmdb_id"":144764,""character"":""Rosa""},{""name"":""Josefina Díaz"",""tmdb_id"":1365418,""character"":""Grandmother""},{""name"":""Germán Cobos"",""tmdb_id"":104064,""character"":""Nicolás""}]}",""
"Cries and Whispers","cries-and-whispers","101","Ingmar Bergman","1972","","[""Drama""]","https://www.criterion.com/films/237-cries-and-whispers","tt0069467","https://www.imdb.com/title/tt0069467/","10238","https://www.themoviedb.org/movie/10238","https://letterboxd.com/tmdb/10238","2","0","{""directors"":[{""name"":""Ingmar Bergman"",""tmdb_id"":6648}],""writers"":[{""name"":""Ingmar Bergman"",""tmdb_id"":6648}],""cinematographers"":[{""name"":""Sven Nykvist"",""tmdb_id"":11905}],""editors"":[{""name"":""Siv Lundgren"",""tmdb_id"":67522}],""cast"":[{""name"":""Liv Ullmann"",""tmdb_id"":11916,""character"":""Maria""},{""name"":""Ingrid Thulin"",""tmdb_id"":8742,""character"":""Karin""},{""name"":""Kari Sylwan"",""tmdb_id"":67521,""character"":""Anna""},{""name"":""Harriet Andersson"",""tmdb_id"":7569,""character"":""Agnes""},{""name"":""Erland Josephson"",""tmdb_id"":38127,""character"":""David""},{""name"":""Georg Årlin"",""tmdb_id"":572207,""character"":""Fredrik""},{""name"":""Anders Ek"",""tmdb_id"":6664,""character"":""Isak""},{""name"":""Henning Moritzen"",""tmdb_id"":4456,""character"":""Joakim""}]}",""
"Cronos","cronos","551","Guillermo del Toro","1993","","[""Drama"",""Horror"",""Thriller""]","https://www.criterion.com/films/27534-cronos","tt0104029","https://www.imdb.com/title/tt0104029/","11655","https://www.themoviedb.org/movie/11655","https://letterboxd.com/tmdb/11655","3","0","{""directors"":[{""name"":""Guillermo del Toro"",""tmdb_id"":10828}],""writers"":[{""name"":""Guillermo del Toro"",""tmdb_id"":10828}],""cinematographers"":[{""name"":""Guillermo Navarro"",""tmdb_id"":3113}],""editors"":[{""name"":""Raúl Dávalos"",""tmdb_id"":48457}],""cast"":[{""name"":""Federico Luppi"",""tmdb_id"":17094,""character"":""Jesus Gris""},{""name"":""Ron Perlman"",""tmdb_id"":2372,""character"":""Angel de la Guardia""},{""name"":""Claudio Brook"",""tmdb_id"":39008,""character"":""De la Guardia""},{""name"":""Margarita Isabel"",""tmdb_id"":70364,""character"":""Mercedes""},{""name"":""Tamara Shanath"",""tmdb_id"":70365,""character"":""Aurora""},{""name"":""Mario Iván Martínez"",""tmdb_id"":148189,""character"":""Alchemist""},{""name"":""Daniel Giménez Cacho"",""tmdb_id"":1603,""character"":""Tito""},{""name"":""Farnesio de Bernal"",""tmdb_id"":104393,""character"":""Manuelito""}]}",""
"Crossing Delancey","crossing-delancey","1250","Joan Micklin Silver","1988","","[""Comedy"",""Romance""]","https://www.criterion.com/films/34764-crossing-delancey","tt0094921","https://www.imdb.com/title/tt0094921/","27397","https://www.themoviedb.org/movie/27397","https://letterboxd.com/tmdb/27397","2","0","{""directors"":[{""name"":""Joan Micklin Silver"",""tmdb_id"":97646}],""writers"":[{""name"":""Susan Sandler"",""tmdb_id"":224103}],""cinematographers"":[{""name"":""Theo van de Sande"",""tmdb_id"":10815}],""editors"":[{""name"":""Rick Shaine"",""tmdb_id"":13673}],""cast"":[{""name"":""Amy Irving"",""tmdb_id"":27563,""character"":""Isabelle Grossman""},{""name"":""Peter Riegert"",""tmdb_id"":20899,""character"":""Sam Posner""},{""name"":""Reizl Bozyk"",""tmdb_id"":171155,""character"":""Bubbie Kantor""},{""name"":""Jeroen Krabbé"",""tmdb_id"":1924,""character"":""Anton Maes""},{""name"":""Sylvia Miles"",""tmdb_id"":19335,""character"":""Hannah Mandelbaum""},{""name"":""George Martin"",""tmdb_id"":2701,""character"":""Lionel""},{""name"":""John Bedford Lloyd"",""tmdb_id"":60118,""character"":""Nick""},{""name"":""Claudia Silver"",""tmdb_id"":219574,""character"":""Cecilia Monk""}]}",""
"Crumb","crumb","533","Terry Zwigoff","1994","","[""Documentary""]","https://www.criterion.com/films/2104-crumb","tt0109508","https://www.imdb.com/title/tt0109508/","26564","https://www.themoviedb.org/movie/26564","https://letterboxd.com/tmdb/26564","7","0","{""directors"":[{""name"":""Terry Zwigoff"",""tmdb_id"":17447}],""writers"":[{""name"":""Terry Zwigoff"",""tmdb_id"":17447}],""cinematographers"":[{""name"":""Maryse Alberti"",""tmdb_id"":33678}],""editors"":[{""name"":""Victor Livingston"",""tmdb_id"":140995}],""cast"":[{""name"":""Robert Crumb"",""tmdb_id"":73033,""character"":""Self""},{""name"":""Aline Kominsky"",""tmdb_id"":95663,""character"":""Self""},{""name"":""Charles Crumb"",""tmdb_id"":1369235,""character"":""Self""},{""name"":""Maxon Crumb"",""tmdb_id"":1369236,""character"":""Self""},{""name"":""Robert Hughes"",""tmdb_id"":1250528,""character"":""Self""},{""name"":""Martin Müller"",""tmdb_id"":1885865,""character"":""Self""},{""name"":""Spain Rodriguez"",""tmdb_id"":4223940,""character"":""Self""},{""name"":""Don Donahue"",""tmdb_id"":5347613,""character"":""Self""}]}",""
"Cul-de-sac","cul-de-sac","577","Roman Polanski","1966","","[""Thriller"",""Comedy"",""Crime"",""Drama""]","https://www.criterion.com/films/27658-cul-de-sac","tt0060268","https://www.imdb.com/title/tt0060268/","4772","https://www.themoviedb.org/movie/4772","https://letterboxd.com/tmdb/4772","1","0","{""directors"":[{""name"":""Roman Polanski"",""tmdb_id"":3556}],""writers"":[{""name"":""Gérard Brach"",""tmdb_id"":2356},{""name"":""Roman Polanski"",""tmdb_id"":3556}],""cinematographers"":[{""name"":""Gilbert Taylor"",""tmdb_id"":7753}],""editors"":[{""name"":""Alastair McIntyre"",""tmdb_id"":31059}],""cast"":[{""name"":""Lionel Stander"",""tmdb_id"":4969,""character"":""Richard""},{""name"":""Donald Pleasence"",""tmdb_id"":9221,""character"":""George""},{""name"":""Françoise Dorléac"",""tmdb_id"":18809,""character"":""Teresa""},{""name"":""Jack MacGowran"",""tmdb_id"":14016,""character"":""Albie""},{""name"":""Iain Quarrier"",""tmdb_id"":30120,""character"":""Christopher""},{""name"":""Jacqueline Bisset"",""tmdb_id"":14061,""character"":""Jacqueline""},{""name"":""Renée Houston"",""tmdb_id"":39393,""character"":""Christopher's Mother""},{""name"":""William Franklyn"",""tmdb_id"":114552,""character"":""Cecil""}]}",""
"Cure","cure","1155","Kiyoshi Kurosawa","1997","","[""Crime"",""Thriller"",""Horror"",""Mystery""]","https://www.criterion.com/films/27666-cure","tt0123948","https://www.imdb.com/title/tt0123948/","36095","https://www.themoviedb.org/movie/36095","https://letterboxd.com/tmdb/36095","6","0","{""directors"":[{""name"":""Kiyoshi Kurosawa"",""tmdb_id"":26882}],""writers"":[{""name"":""Kiyoshi Kurosawa"",""tmdb_id"":26882}],""cinematographers"":[{""name"":""Tokushō Kikumura"",""tmdb_id"":70669}],""editors"":[{""name"":""Kan Suzuki"",""tmdb_id"":551553}],""cast"":[{""name"":""Koji Yakusho"",""tmdb_id"":18056,""character"":""Kenichi Takabe""},{""name"":""Masato Hagiwara"",""tmdb_id"":116321,""character"":""Kunio Mamiya""},{""name"":""Tsuyoshi Ujiki"",""tmdb_id"":137026,""character"":""Makoto Sakuma""},{""name"":""Anna Nakagawa"",""tmdb_id"":115910,""character"":""Fumie Takabe""},{""name"":""Yukijiro Hotaru"",""tmdb_id"":133656,""character"":""Ichiro Kuwano""},{""name"":""Yoriko Doguchi"",""tmdb_id"":1248524,""character"":""Dr. Akiko Miyajima""},{""name"":""Denden"",""tmdb_id"":137028,""character"":""OIda""},{""name"":""Ren Osugi"",""tmdb_id"":137029,""character"":""Fujiwara""}]}",""
"Daisies","daisies","1157","Věra Chytilová","1966","","[""Comedy"",""Drama""]","https://www.criterion.com/films/27854-daisies","tt0060959","https://www.imdb.com/title/tt0060959/","46919","https://www.themoviedb.org/movie/46919","https://letterboxd.com/tmdb/46919","4","0","{""directors"":[{""name"":""Věra Chytilová"",""tmdb_id"":124137}],""writers"":[{""name"":""Věra Chytilová"",""tmdb_id"":124137},{""name"":""Ester Krumbachová"",""tmdb_id"":544648}],""cinematographers"":[{""name"":""Jaroslav Kučera"",""tmdb_id"":223731}],""editors"":[{""name"":""Miroslav Hájek"",""tmdb_id"":71131}],""cast"":[{""name"":""Jitka Cerhová"",""tmdb_id"":227898,""character"":""Marie I""},{""name"":""Ivana Karbanová"",""tmdb_id"":227897,""character"":""Marie II""},{""name"":""Helena Anýžová"",""tmdb_id"":588760,""character"":""Woman in toilet""},{""name"":""Julius Albert"",""tmdb_id"":227902,""character"":""Elderly Gentleman""},{""name"":""Jan Klusák"",""tmdb_id"":588762,""character"":""Young Gentleman""},{""name"":""Jiřina Myšková"",""tmdb_id"":227900,""character"":""""},{""name"":""Oldřich Hora"",""tmdb_id"":2206757,""character"":""""},{""name"":""Marcela Březinová"",""tmdb_id"":227901,""character"":""Toilet Keeper""}]}",""
"Dance, Girl, Dance","dance-girl-dance","1028","Dorothy Arzner","1940","","[""Drama"",""Comedy"",""Romance""]","https://www.criterion.com/films/29633-dance-girl-dance","tt0032376","https://www.imdb.com/title/tt0032376/","32196","https://www.themoviedb.org/movie/32196","https://letterboxd.com/tmdb/32196","3","0","{""directors"":[{""name"":""Dorothy Arzner"",""tmdb_id"":108983}],""writers"":[{""name"":""Frank Davis"",""tmdb_id"":32107},{""name"":""Tess Slesinger"",""tmdb_id"":592459}],""cinematographers"":[{""name"":""Russell Metty"",""tmdb_id"":13809},{""name"":""Joseph H. August"",""tmdb_id"":103020}],""editors"":[{""name"":""Robert Wise"",""tmdb_id"":1744}],""cast"":[{""name"":""Maureen O'Hara"",""tmdb_id"":70035,""character"":""Judy O'Brien""},{""name"":""Louis Hayward"",""tmdb_id"":39799,""character"":""Jimmy Harris""},{""name"":""Lucille Ball"",""tmdb_id"":40174,""character"":""Bubbles""},{""name"":""Virginia Field"",""tmdb_id"":83477,""character"":""Elinor Harris""},{""name"":""Ralph Bellamy"",""tmdb_id"":1208,""character"":""Steve Adams""},{""name"":""Maria Ouspenskaya"",""tmdb_id"":14873,""character"":""Madame Basilova""},{""name"":""Mary Carlisle"",""tmdb_id"":103498,""character"":""Sally""},{""name"":""Katharine Alexander"",""tmdb_id"":133227,""character"":""Miss Olmstead""}]}",""
"Danton","danton","464","Andrzej Wajda","1983","","[""Drama"",""History""]","https://www.criterion.com/films/555-danton","tt0083789","https://www.imdb.com/title/tt0083789/","4202","https://www.themoviedb.org/movie/4202","https://letterboxd.com/tmdb/4202","1","0","{""directors"":[{""name"":""Andrzej Wajda"",""tmdb_id"":2801}],""writers"":[{""name"":""Jean-Claude Carrière"",""tmdb_id"":9747},{""name"":""Agnieszka Holland"",""tmdb_id"":1128},{""name"":""Andrzej Wajda"",""tmdb_id"":2801},{""name"":""Bolesław Michałek"",""tmdb_id"":23554},{""name"":""Jacek Gąsiorowski"",""tmdb_id"":267339}],""cinematographers"":[{""name"":""Igor Luther"",""tmdb_id"":10253}],""editors"":[{""name"":""Halina Prugar-Ketling"",""tmdb_id"":7096}],""cast"":[{""name"":""Gérard Depardieu"",""tmdb_id"":16927,""character"":""Georges Danton""},{""name"":""Wojciech Pszoniak"",""tmdb_id"":7108,""character"":""Maximilien Robespierre""},{""name"":""Patrice Chéreau"",""tmdb_id"":23724,""character"":""Camille Desmoulins""},{""name"":""Angela Winkler"",""tmdb_id"":10255,""character"":""Lucile Desmoulins""},{""name"":""Roland Blanche"",""tmdb_id"":24763,""character"":""Lacroix of Eure-et-Loir""},{""name"":""Alain Macé"",""tmdb_id"":24382,""character"":""François Héron""},{""name"":""Jacques Villeret"",""tmdb_id"":35323,""character"":""François-Joseph Westermann""},{""name"":""Anne Alvaro"",""tmdb_id"":35324,""character"":""Eléonore Duplay""}]}",""
"David Lynch: The Art Life","david-lynch-the-art-life","895","Jon Nguyen","2017","","[""Documentary""]","https://www.criterion.com/films/29285-david-lynch-the-art-life","tt1691152","https://www.imdb.com/title/tt1691152/","413765","https://www.themoviedb.org/movie/413765","https://letterboxd.com/tmdb/413765","1","0","{""directors"":[{""name"":""Jon Nguyen"",""tmdb_id"":1673654},{""name"":""Rick Barnes"",""tmdb_id"":1756857},{""name"":""Olivia Neergaard-Holm"",""tmdb_id"":1425110}],""writers"":[],""cinematographers"":[{""name"":""Jason S."",""tmdb_id"":1843624}],""editors"":[{""name"":""Olivia Neergaard-Holm"",""tmdb_id"":1425110}],""cast"":[{""name"":""David Lynch"",""tmdb_id"":5602,""character"":""Self""},{""name"":""Lula Lynch"",""tmdb_id"":3027292,""character"":""Self - David Lynch's Daughter""}]}",""
