"selector_label","title","director","criterion_url","source","published_rank"
"Janicza Bravo","All That Jazz","Bob Fosse","https://www.criterion.com/films/28561-all-that-jazz","https://github.com/brittonwalker/criterion-top-ten",""
"Jennifer Reeder","All That Jazz","Bob Fosse","https://www.criterion.com/films/28561-all-that-jazz","https://github.com/brittonwalker/criterion-top-ten",""
"Barnaby Clay","All That Jazz","Bob Fosse","https://www.criterion.com/films/28561-all-that-jazz","https://github.com/brittonwalker/criterion-top-ten",""
"Alton Brown","All That Jazz","Bob Fosse","https://www.criterion.com/films/28561-all-that-jazz","https://github.com/brittonwalker/criterion-top-ten",""
"Illeana Douglas","All That Jazz","Bob Fosse","https://www.criterion.com/films/28561-all-that-jazz","https://github.com/brittonwalker/criterion-top-ten",""
"Julia Cafritz","All That Jazz","Bob Fosse","https://www.criterion.com/films/28561-all-that-jazz","https://github.com/brittonwalker/criterion-top-ten",""
"Matthew Weiner","All That Jazz","Bob Fosse","https://www.criterion.com/films/28561-all-that-jazz","https://github.com/brittonwalker/criterion-top-ten",""
"Kasi Lemmons","Don’t Look Now","Nicolas Roeg","https://www.criterion.com/films/27928-dont-look-now","https://github.com/brittonwalker/criterion-top-ten",""
"Beak>","Don’t Look Now","Nicolas Roeg","https://www.criterion.com/films/27928-dont-look-now","https://github.com/brittonwalker/criterion-top-ten",""
"Janicza Bravo","Don’t Look Now","Nicolas Roeg","https://www.criterion.com/films/27928-dont-look-now","https://github.com/brittonwalker/criterion-top-ten",""
"Amy Fine Collins","Don’t Look Now","Nicolas Roeg","https://www.criterion.com/films/27928-dont-look-now","https://github.com/brittonwalker/criterion-top-ten",""
"Bret Easton Ellis","Don’t Look Now","Nicolas Roeg","https://www.criterion.com/films/27928-dont-look-now","https://github.com/brittonwalker/criterion-top-ten",""
"Keith Gordon","Don’t Look Now","Nicolas Roeg","https://www.criterion.com/films/27928-dont-look-now","https://github.com/brittonwalker/criterion-top-ten",""
"Kasi Lemmons","The Graduate","Mike Nichols","https://www.criterion.com/films/28578-the-graduate","https://github.com/brittonwalker/criterion-top-ten",""
"Doug Nichol","The Graduate","Mike Nichols","https://www.criterion.com/films/28578-the-graduate","https://github.com/brittonwalker/criterion-top-ten",""
"Pat Healy","The Graduate","Mike Nichols","https://www.criterion.com/films/28578-the-graduate","https://github.com/brittonwalker/criterion-top-ten",""
"Zach Braff","The Graduate","Mike Nichols","https://www.criterion.com/films/28578-the-graduate","https://github.com/brittonwalker/criterion-top-ten",""
"Dana Calvo","The Graduate","Mike Nichols","https://www.criterion.com/films/28578-the-graduate","https://github.com/brittonwalker/criterion-top-ten",""
"Kasi Lemmons","Rosemary’s Baby","Roman Polanski","https://www.criterion.com/films/27927-rosemarys-baby","https://github.com/brittonwalker/criterion-top-ten",""
"Karyn Kusama","Rosemary’s Baby","Roman Polanski","https://www.criterion.com/films/27927-rosemarys-baby","https://github.com/brittonwalker/criterion-top-ten",""
"John Grant","Rosemary’s Baby","Roman Polanski","https://www.criterion.com/films/27927-rosemarys-baby","https://github.com/brittonwalker/criterion-top-ten",""
"Ari Aster","Rosemary’s Baby","Roman Polanski","https://www.criterion.com/films/27927-rosemarys-baby","https://github.com/brittonwalker/criterion-top-ten",""
"Tracy Letts","Rosemary’s Baby","Roman Polanski","https://www.criterion.com/films/27927-rosemarys-baby","https://github.com/brittonwalker/criterion-top-ten",""
"Young Jean Lee","Rosemary’s Baby","Roman Polanski","https://www.criterion.com/films/27927-rosemarys-baby","https://github.com/brittonwalker/criterion-top-ten",""
"Illeana Douglas","Rosemary’s Baby","Roman Polanski","https://www.criterion.com/films/27927-rosemarys-baby","https://github.com/brittonwalker/criterion-top-ten",""
"Mogwai","Rosemary’s Baby","Roman Polanski","https://www.criterion.com/films/27927-rosemarys-baby","https://github.com/brittonwalker/criterion-top-ten",""
"Bret Easton Ellis","Rosemary’s Baby","Roman Polanski","https://www.criterion.com/films/27927-rosemarys-baby","https://github.com/brittonwalker/criterion-top-ten",""
"Marc Maron","Rosemary’s Baby","Roman Polanski","https://www.criterion.com/films/27927-rosemarys-baby","https://github.com/brittonwalker/criterion-top-ten",""
"Hossein Amini","Rosemary’s Baby","Roman Polanski","https://www.criterion.com/films/27927-rosemarys-baby","https://github.com/brittonwalker/criterion-top-ten",""
"Kim Newman","Rosemary’s Baby","Roman Polanski","https://www.criterion.com/films/27927-rosemarys-baby","https://github.com/brittonwalker/criterion-top-ten",""
"Kasi Lemmons","Z","Costa-Gavras","https://www.criterion.com/films/1400-z","https://github.com/brittonwalker/criterion-top-ten",""
"Alec Baldwin","Z","Costa-Gavras","https://www.criterion.com/films/1400-z","https://github.com/brittonwalker/criterion-top-ten",""
"Jack Reynor","Kwaidan","Masaki Kobayashi","https://www.criterion.com/films/629-kwaidan","https://github.com/brittonwalker/criterion-top-ten",""
"Rodarte","Kwaidan","Masaki Kobayashi","https://www.criterion.com/films/629-kwaidan","https://github.com/brittonwalker/criterion-top-ten",""
"Zola Jesus","Kwaidan","Masaki Kobayashi","https://www.criterion.com/films/629-kwaidan","https://github.com/brittonwalker/criterion-top-ten",""
"Scott Morse’s Top Ten","Kwaidan","Masaki Kobayashi","https://www.criterion.com/films/629-kwaidan","https://github.com/brittonwalker/criterion-top-ten",""
"Jack Reynor","Empire of Passion","Nagisa Oshima","https://www.criterion.com/films/1288-empire-of-passion","https://github.com/brittonwalker/criterion-top-ten",""
"Christopher Radcliff and Lauren Wolkstein","Empire of Passion","Nagisa Oshima","https://www.criterion.com/films/1288-empire-of-passion","https://github.com/brittonwalker/criterion-top-ten",""
"Jack Reynor","Peeping Tom","Michael Powell","https://www.criterion.com/films/235-peeping-tom","https://github.com/brittonwalker/criterion-top-ten",""
"Amy Fine Collins","Peeping Tom","Michael Powell","https://www.criterion.com/films/235-peeping-tom","https://github.com/brittonwalker/criterion-top-ten",""
"Edgar Wright","Peeping Tom","Michael Powell","https://www.criterion.com/films/235-peeping-tom","https://github.com/brittonwalker/criterion-top-ten",""
"João Pedro Rodrigues","Peeping Tom","Michael Powell","https://www.criterion.com/films/235-peeping-tom","https://github.com/brittonwalker/criterion-top-ten",""
"Georgia Hubley","Peeping Tom","Michael Powell","https://www.criterion.com/films/235-peeping-tom","https://github.com/brittonwalker/criterion-top-ten",""
"Jack Reynor","Cul-de-sac","Roman Polanski","https://www.criterion.com/films/27658-cul-de-sac","https://github.com/brittonwalker/criterion-top-ten",""
"Ari Aster","Cul-de-sac","Roman Polanski","https://www.criterion.com/films/27658-cul-de-sac","https://github.com/brittonwalker/criterion-top-ten",""
"Stella Mozgawa","Cul-de-sac","Roman Polanski","https://www.criterion.com/films/27658-cul-de-sac","https://github.com/brittonwalker/criterion-top-ten",""
"Jack Reynor","Hour of the Wolf","Ingmar Bergman","https://www.criterion.com/films/28876-hour-of-the-wolf","https://github.com/brittonwalker/criterion-top-ten",""
"Jack Reynor","Women in Love","Ken Russell","https://www.criterion.com/films/28688-women-in-love","https://github.com/brittonwalker/criterion-top-ten",""
"Jack Reynor","The Vanishing","George Sluizer","https://www.criterion.com/films/677-the-vanishing","https://github.com/brittonwalker/criterion-top-ten",""
"Daniel Lopatin","The Vanishing","George Sluizer","https://www.criterion.com/films/677-the-vanishing","https://github.com/brittonwalker/criterion-top-ten",""
"Seth","The Vanishing","George Sluizer","https://www.criterion.com/films/677-the-vanishing","https://github.com/brittonwalker/criterion-top-ten",""
"Sonic Youth","The Vanishing","George Sluizer","https://www.criterion.com/films/677-the-vanishing","https://github.com/brittonwalker/criterion-top-ten",""
"Peter Cowie","The Vanishing","George Sluizer","https://www.criterion.com/films/677-the-vanishing","https://github.com/brittonwalker/criterion-top-ten",""
"Steve Buscemi","The Vanishing","George Sluizer","https://www.criterion.com/films/677-the-vanishing","https://github.com/brittonwalker/criterion-top-ten",""
"Carlos Reygadas","Gertrud","Carl Th. Dreyer","https://www.criterion.com/films/443-gertrud","https://github.com/brittonwalker/criterion-top-ten",""
"Stephen Cone","Gertrud","Carl Th. Dreyer","https://www.criterion.com/films/443-gertrud","https://github.com/brittonwalker/criterion-top-ten",""
"Carlos Reygadas","À nos amours","Maurice Pialat","https://www.criterion.com/films/779-nos-amours","https://github.com/brittonwalker/criterion-top-ten",""
"Paweł Pawlikowski","À nos amours","Maurice Pialat","https://www.criterion.com/films/779-nos-amours","https://github.com/brittonwalker/criterion-top-ten",""
"Nathan Silver","À nos amours","Maurice Pialat","https://www.criterion.com/films/779-nos-amours","https://github.com/brittonwalker/criterion-top-ten",""
"Sean Baker","À nos amours","Maurice Pialat","https://www.criterion.com/films/779-nos-amours","https://github.com/brittonwalker/criterion-top-ten",""
"Joe Swanberg","À nos amours","Maurice Pialat","https://www.criterion.com/films/779-nos-amours","https://github.com/brittonwalker/criterion-top-ten",""
"Carlos Reygadas","Army of Shadows","Jean-Pierre Melville","https://www.criterion.com/films/153-army-of-shadows","https://github.com/brittonwalker/criterion-top-ten",""
"Jonas Carpignano","Army of Shadows","Jean-Pierre Melville","https://www.criterion.com/films/153-army-of-shadows","https://github.com/brittonwalker/criterion-top-ten",""
"Pat Healy","Army of Shadows","Jean-Pierre Melville","https://www.criterion.com/films/153-army-of-shadows","https://github.com/brittonwalker/criterion-top-ten",""
"Bill Condon","Army of Shadows","Jean-Pierre Melville","https://www.criterion.com/films/153-army-of-shadows","https://github.com/brittonwalker/criterion-top-ten",""
"André Gregory and Wallace Shawn","Army of Shadows","Jean-Pierre Melville","https://www.criterion.com/films/153-army-of-shadows","https://github.com/brittonwalker/criterion-top-ten",""
"Olivier Assayas","Army of Shadows","Jean-Pierre Melville","https://www.criterion.com/films/153-army-of-shadows","https://github.com/brittonwalker/criterion-top-ten",""
"Andrew Loog Oldham","Army of Shadows","Jean-Pierre Melville","https://www.criterion.com/films/153-army-of-shadows","https://github.com/brittonwalker/criterion-top-ten",""
"Aki Kaurismäki ","Army of Shadows","Jean-Pierre Melville","https://www.criterion.com/films/153-army-of-shadows","https://github.com/brittonwalker/criterion-top-ten",""
"Anthony Bourdain","Army of Shadows","Jean-Pierre Melville","https://www.criterion.com/films/153-army-of-shadows","https://github.com/brittonwalker/criterion-top-ten",""
"Dave Filipi","Army of Shadows","Jean-Pierre Melville","https://www.criterion.com/films/153-army-of-shadows","https://github.com/brittonwalker/criterion-top-ten",""
"Carlos Reygadas","Le silence de la mer","Jean-Pierre Melville","https://www.criterion.com/films/27979-le-silence-de-la-mer","https://github.com/brittonwalker/criterion-top-ten",""
"Carlos Reygadas","The Fire Within","Louis Malle","https://www.criterion.com/films/540-the-fire-within","https://github.com/brittonwalker/criterion-top-ten",""
"Hossein Amini","The Fire Within","Louis Malle","https://www.criterion.com/films/540-the-fire-within","https://github.com/brittonwalker/criterion-top-ten",""
"John Bailey","The Fire Within","Louis Malle","https://www.criterion.com/films/540-the-fire-within","https://github.com/brittonwalker/criterion-top-ten",""
"Marcel Dzama","The Fire Within","Louis Malle","https://www.criterion.com/films/540-the-fire-within","https://github.com/brittonwalker/criterion-top-ten",""
"Carlos Reygadas","Five Easy Pieces","Bob Rafelson","https://www.criterion.com/films/27529-five-easy-pieces","https://github.com/brittonwalker/criterion-top-ten",""
"Doug Nichol","Five Easy Pieces","Bob Rafelson","https://www.criterion.com/films/27529-five-easy-pieces","https://github.com/brittonwalker/criterion-top-ten",""
"Marc Maron","Five Easy Pieces","Bob Rafelson","https://www.criterion.com/films/27529-five-easy-pieces","https://github.com/brittonwalker/criterion-top-ten",""
"Will Oldham","Five Easy Pieces","Bob Rafelson","https://www.criterion.com/films/27529-five-easy-pieces","https://github.com/brittonwalker/criterion-top-ten",""
"Andrew Haigh ","Five Easy Pieces","Bob Rafelson","https://www.criterion.com/films/27529-five-easy-pieces","https://github.com/brittonwalker/criterion-top-ten",""
"Carlos Reygadas","La vie de Jésus","Bruno Dumont","https://www.criterion.com/films/28075-la-vie-de-jsus","https://github.com/brittonwalker/criterion-top-ten",""
"Carlos Reygadas","L’humanité","Bruno Dumont","https://www.criterion.com/films/28074-lhumanit","https://github.com/brittonwalker/criterion-top-ten",""
"Dennis Lim","Chronicle of a Summer","Jean Rouch and Edgar Morin","https://www.criterion.com/films/28394-chronicle-of-a-summer","https://github.com/brittonwalker/criterion-top-ten",""
"Dennis Lim","A Hollis Frampton Odyssey","Hollis Frampton","https://www.criterion.com/films/27945-a-hollis-frampton-odyssey","https://github.com/brittonwalker/criterion-top-ten",""
"Dennis Lim","Death by Hanging","Nagisa Oshima","https://www.criterion.com/films/28360-death-by-hanging","https://github.com/brittonwalker/criterion-top-ten",""
"Dennis Lim","Late Spring","Yasujiro Ozu","https://www.criterion.com/films/298-late-spring","https://github.com/brittonwalker/criterion-top-ten",""
"Connor Jessup","Late Spring","Yasujiro Ozu","https://www.criterion.com/films/298-late-spring","https://github.com/brittonwalker/criterion-top-ten",""
"Andrew Ahn","Late Spring","Yasujiro Ozu","https://www.criterion.com/films/298-late-spring","https://github.com/brittonwalker/criterion-top-ten",""
"Aki Kaurismäki ","Late Spring","Yasujiro Ozu","https://www.criterion.com/films/298-late-spring","https://github.com/brittonwalker/criterion-top-ten",""
"Pedro Costa","Late Spring","Yasujiro Ozu","https://www.criterion.com/films/298-late-spring","https://github.com/brittonwalker/criterion-top-ten",""
"Michael Atkinson","Late Spring","Yasujiro Ozu","https://www.criterion.com/films/298-late-spring","https://github.com/brittonwalker/criterion-top-ten",""
"David Schwartz","Late Spring","Yasujiro Ozu","https://www.criterion.com/films/298-late-spring","https://github.com/brittonwalker/criterion-top-ten",""
"Dennis Lim","Colossal Youth","Pedro Costa","https://www.criterion.com/films/439-colossal-youth","https://github.com/brittonwalker/criterion-top-ten",""
"Dennis Lim","Symbiopsychotaxiplasm: Two Takes by William Greaves","William Greaves","https://www.criterion.com/films/751-symbiopsychotaxiplasm-two-takes-by-william-greaves","https://github.com/brittonwalker/criterion-top-ten",""
"Steve Buscemi","Symbiopsychotaxiplasm: Two Takes by William Greaves","William Greaves","https://www.criterion.com/films/751-symbiopsychotaxiplasm-two-takes-by-william-greaves","https://github.com/brittonwalker/criterion-top-ten",""
"Dennis Lim","Schizopolis","Steven Soderbergh","https://www.criterion.com/films/740-schizopolis","https://github.com/brittonwalker/criterion-top-ten",""
"Nicolas Roeg","Schizopolis","Steven Soderbergh","https://www.criterion.com/films/740-schizopolis","https://github.com/brittonwalker/criterion-top-ten",""
"Diablo Cody","Schizopolis","Steven Soderbergh","https://www.criterion.com/films/740-schizopolis","https://github.com/brittonwalker/criterion-top-ten",""
"Jeremy Workman","Letter Never Sent","Mikhail Kalatozov","https://www.criterion.com/films/27673-letter-never-sent","https://github.com/brittonwalker/criterion-top-ten",""
"Zola Jesus","Letter Never Sent","Mikhail Kalatozov","https://www.criterion.com/films/27673-letter-never-sent","https://github.com/brittonwalker/criterion-top-ten",""
"Jeremy Workman","Lola Montès","Max Ophuls","https://www.criterion.com/films/938-lola-monts","https://github.com/brittonwalker/criterion-top-ten",""
"Anna Sui","Lola Montès","Max Ophuls","https://www.criterion.com/films/938-lola-monts","https://github.com/brittonwalker/criterion-top-ten",""
"Bong Joon-ho","Lola Montès","Max Ophuls","https://www.criterion.com/films/938-lola-monts","https://github.com/brittonwalker/criterion-top-ten",""
"Jeremy Workman","The Thin Blue Line","Errol Morris","https://www.criterion.com/films/28355-the-thin-blue-line","https://github.com/brittonwalker/criterion-top-ten",""
"Paul Schneider","The Thin Blue Line","Errol Morris","https://www.criterion.com/films/28355-the-thin-blue-line","https://github.com/brittonwalker/criterion-top-ten",""
"Matthew Weiner","The Thin Blue Line","Errol Morris","https://www.criterion.com/films/28355-the-thin-blue-line","https://github.com/brittonwalker/criterion-top-ten",""
"Jeremy Workman","Blast of Silence","Allen Baron","https://www.criterion.com/films/538-blast-of-silence","https://github.com/brittonwalker/criterion-top-ten",""
"Patton Oswalt","Blast of Silence","Allen Baron","https://www.criterion.com/films/538-blast-of-silence","https://github.com/brittonwalker/criterion-top-ten",""
"Jeremy Workman","Revanche","Götz Spielmann","https://www.criterion.com/films/85-revanche","https://github.com/brittonwalker/criterion-top-ten",""
"Steve Gunn","Revanche","Götz Spielmann","https://www.criterion.com/films/85-revanche","https://github.com/brittonwalker/criterion-top-ten",""
"Jeremy Workman","Green for Danger","Sidney Gilliat","https://www.criterion.com/films/815-green-for-danger","https://github.com/brittonwalker/criterion-top-ten",""
"Jeremy Workman","Macbeth","Roman Polanski","https://www.criterion.com/films/28020-macbeth","https://github.com/brittonwalker/criterion-top-ten",""
"Ari Aster","Macbeth","Roman Polanski","https://www.criterion.com/films/28020-macbeth","https://github.com/brittonwalker/criterion-top-ten",""
"Josh and Benny Safdie","Macbeth","Roman Polanski","https://www.criterion.com/films/28020-macbeth","https://github.com/brittonwalker/criterion-top-ten",""
"Brian Raftery","Repo Man","Alex Cox","https://www.criterion.com/films/28051-repo-man","https://github.com/brittonwalker/criterion-top-ten",""
"​Jon Dieringer","Repo Man","Alex Cox","https://www.criterion.com/films/28051-repo-man","https://github.com/brittonwalker/criterion-top-ten",""
"Ana Lily Amirpour","Repo Man","Alex Cox","https://www.criterion.com/films/28051-repo-man","https://github.com/brittonwalker/criterion-top-ten",""
"Troy Miller","Repo Man","Alex Cox","https://www.criterion.com/films/28051-repo-man","https://github.com/brittonwalker/criterion-top-ten",""
"Austin Garrick","Repo Man","Alex Cox","https://www.criterion.com/films/28051-repo-man","https://github.com/brittonwalker/criterion-top-ten",""
"Brian Raftery","The Asphalt Jungle","John Huston","https://www.criterion.com/films/28690-the-asphalt-jungle","https://github.com/brittonwalker/criterion-top-ten",""
"Brian Raftery","Head","Bob Rafelson","https://www.criterion.com/films/27527-head","https://github.com/brittonwalker/criterion-top-ten",""
"Edgar Wright","Head","Bob Rafelson","https://www.criterion.com/films/27527-head","https://github.com/brittonwalker/criterion-top-ten",""
"Brian Raftery","Smithereens","Susan Seidelman","https://www.criterion.com/films/29044-smithereens","https://github.com/brittonwalker/criterion-top-ten",""
"Beak>","Smithereens","Susan Seidelman","https://www.criterion.com/films/29044-smithereens","https://github.com/brittonwalker/criterion-top-ten",""
"​Jon Dieringer","Smithereens","Susan Seidelman","https://www.criterion.com/films/29044-smithereens","https://github.com/brittonwalker/criterion-top-ten",""
"Brian Raftery","Election","Alexander Payne","https://www.criterion.com/films/29335-election","https://github.com/brittonwalker/criterion-top-ten",""
"Jessica Morgan","Election","Alexander Payne","https://www.criterion.com/films/29335-election","https://github.com/brittonwalker/criterion-top-ten",""
"Brian Raftery","Hoop Dreams","Steve James","https://www.criterion.com/films/906-hoop-dreams","https://github.com/brittonwalker/criterion-top-ten",""
"Steven Yeun","Hoop Dreams","Steve James","https://www.criterion.com/films/906-hoop-dreams","https://github.com/brittonwalker/criterion-top-ten",""
"Jessica Morgan","Hoop Dreams","Steve James","https://www.criterion.com/films/906-hoop-dreams","https://github.com/brittonwalker/criterion-top-ten",""
"Christopher Radcliff and Lauren Wolkstein","Hoop Dreams","Steve James","https://www.criterion.com/films/906-hoop-dreams","https://github.com/brittonwalker/criterion-top-ten",""
"Dustin Guy Defa","Hoop Dreams","Steve James","https://www.criterion.com/films/906-hoop-dreams","https://github.com/brittonwalker/criterion-top-ten",""
"Steve Gunn","Hoop Dreams","Steve James","https://www.criterion.com/films/906-hoop-dreams","https://github.com/brittonwalker/criterion-top-ten",""
"Josh and Benny Safdie","Hoop Dreams","Steve James","https://www.criterion.com/films/906-hoop-dreams","https://github.com/brittonwalker/criterion-top-ten",""
"Daniel Lopatin","Hoop Dreams","Steve James","https://www.criterion.com/films/906-hoop-dreams","https://github.com/brittonwalker/criterion-top-ten",""
"Chuck Klosterman","Hoop Dreams","Steve James","https://www.criterion.com/films/906-hoop-dreams","https://github.com/brittonwalker/criterion-top-ten",""
"Dominic Monaghan","Hoop Dreams","Steve James","https://www.criterion.com/films/906-hoop-dreams","https://github.com/brittonwalker/criterion-top-ten",""
"Joe Swanberg","Hoop Dreams","Steve James","https://www.criterion.com/films/906-hoop-dreams","https://github.com/brittonwalker/criterion-top-ten",""
"Matt Dentler","Hoop Dreams","Steve James","https://www.criterion.com/films/906-hoop-dreams","https://github.com/brittonwalker/criterion-top-ten",""
"Beak>","Videodrome","David Cronenberg","https://www.criterion.com/films/240-videodrome","https://github.com/brittonwalker/criterion-top-ten",""
"Pat Healy","Videodrome","David Cronenberg","https://www.criterion.com/films/240-videodrome","https://github.com/brittonwalker/criterion-top-ten",""
"Zach Clark","Videodrome","David Cronenberg","https://www.criterion.com/films/240-videodrome","https://github.com/brittonwalker/criterion-top-ten",""
"Olivier Assayas","Videodrome","David Cronenberg","https://www.criterion.com/films/240-videodrome","https://github.com/brittonwalker/criterion-top-ten",""
"Alex Ross Perry","Videodrome","David Cronenberg","https://www.criterion.com/films/240-videodrome","https://github.com/brittonwalker/criterion-top-ten",""
"Austin Garrick","Videodrome","David Cronenberg","https://www.criterion.com/films/240-videodrome","https://github.com/brittonwalker/criterion-top-ten",""
"Nicolas Winding Refn","Videodrome","David Cronenberg","https://www.criterion.com/films/240-videodrome","https://github.com/brittonwalker/criterion-top-ten",""
"Nathan Lee","Videodrome","David Cronenberg","https://www.criterion.com/films/240-videodrome","https://github.com/brittonwalker/criterion-top-ten",""
"David Schwartz","Videodrome","David Cronenberg","https://www.criterion.com/films/240-videodrome","https://github.com/brittonwalker/criterion-top-ten",""
"Jonathan Lethem","Videodrome","David Cronenberg","https://www.criterion.com/films/240-videodrome","https://github.com/brittonwalker/criterion-top-ten",""
"Beak>","Fanny and Alexander: Theatrical Version","Ingmar Bergman","https://www.criterion.com/films/201-fanny-and-alexander-theatrical-version","https://github.com/brittonwalker/criterion-top-ten",""
"Ari Aster","Fanny and Alexander: Theatrical Version","Ingmar Bergman","https://www.criterion.com/films/201-fanny-and-alexander-theatrical-version","https://github.com/brittonwalker/criterion-top-ten",""
"Sloane Crosley","Fanny and Alexander: Theatrical Version","Ingmar Bergman","https://www.criterion.com/films/201-fanny-and-alexander-theatrical-version","https://github.com/brittonwalker/criterion-top-ten",""
"Annie Baker","Fanny and Alexander: Theatrical Version","Ingmar Bergman","https://www.criterion.com/films/201-fanny-and-alexander-theatrical-version","https://github.com/brittonwalker/criterion-top-ten",""
"Bong Joon-ho","Fanny and Alexander: Theatrical Version","Ingmar Bergman","https://www.criterion.com/films/201-fanny-and-alexander-theatrical-version","https://github.com/brittonwalker/criterion-top-ten",""
"Donald Fagen","Fanny and Alexander: Theatrical Version","Ingmar Bergman","https://www.criterion.com/films/201-fanny-and-alexander-theatrical-version","https://github.com/brittonwalker/criterion-top-ten",""
"Andrew Haigh ","Fanny and Alexander: Theatrical Version","Ingmar Bergman","https://www.criterion.com/films/201-fanny-and-alexander-theatrical-version","https://github.com/brittonwalker/criterion-top-ten",""
"Greg Mottola","Fanny and Alexander: Theatrical Version","Ingmar Bergman","https://www.criterion.com/films/201-fanny-and-alexander-theatrical-version","https://github.com/brittonwalker/criterion-top-ten",""
"Guillermo del Toro","Fanny and Alexander: Theatrical Version","Ingmar Bergman","https://www.criterion.com/films/201-fanny-and-alexander-theatrical-version","https://github.com/brittonwalker/criterion-top-ten",""
"Chris Hegedus","Fanny and Alexander: Theatrical Version","Ingmar Bergman","https://www.criterion.com/films/201-fanny-and-alexander-theatrical-version","https://github.com/brittonwalker/criterion-top-ten",""
"Kevin Macdonald","Fanny and Alexander: Theatrical Version","Ingmar Bergman","https://www.criterion.com/films/201-fanny-and-alexander-theatrical-version","https://github.com/brittonwalker/criterion-top-ten",""
"Beak>","Time Bandits","Terry Gilliam","https://www.criterion.com/films/232-time-bandits","https://github.com/brittonwalker/criterion-top-ten",""
"Jeremiah Zagar","Time Bandits","Terry Gilliam","https://www.criterion.com/films/232-time-bandits","https://github.com/brittonwalker/criterion-top-ten",""
"David and Nathan Zellner","Time Bandits","Terry Gilliam","https://www.criterion.com/films/232-time-bandits","https://github.com/brittonwalker/criterion-top-ten",""
"Keith Gordon","Time Bandits","Terry Gilliam","https://www.criterion.com/films/232-time-bandits","https://github.com/brittonwalker/criterion-top-ten",""
"Nicholas Stoller","Time Bandits","Terry Gilliam","https://www.criterion.com/films/232-time-bandits","https://github.com/brittonwalker/criterion-top-ten",""
"Guillermo del Toro","Time Bandits","Terry Gilliam","https://www.criterion.com/films/232-time-bandits","https://github.com/brittonwalker/criterion-top-ten",""
"Frank Kozik","Time Bandits","Terry Gilliam","https://www.criterion.com/films/232-time-bandits","https://github.com/brittonwalker/criterion-top-ten",""
"Mike Allred","Time Bandits","Terry Gilliam","https://www.criterion.com/films/232-time-bandits","https://github.com/brittonwalker/criterion-top-ten",""
"Beak>","Watership Down","Martin Rosen","https://www.criterion.com/films/28620-watership-down","https://github.com/brittonwalker/criterion-top-ten",""
"David and Nathan Zellner","Watership Down","Martin Rosen","https://www.criterion.com/films/28620-watership-down","https://github.com/brittonwalker/criterion-top-ten",""
"Mogwai","Watership Down","Martin Rosen","https://www.criterion.com/films/28620-watership-down","https://github.com/brittonwalker/criterion-top-ten",""
"Beak>","12 Angry Men","Sidney Lumet","https://www.criterion.com/films/27871-12-angry-men","https://github.com/brittonwalker/criterion-top-ten",""
"Jesse Malin","12 Angry Men","Sidney Lumet","https://www.criterion.com/films/27871-12-angry-men","https://github.com/brittonwalker/criterion-top-ten",""
"Marc Maron","12 Angry Men","Sidney Lumet","https://www.criterion.com/films/27871-12-angry-men","https://github.com/brittonwalker/criterion-top-ten",""
"Christopher Nolan","12 Angry Men","Sidney Lumet","https://www.criterion.com/films/27871-12-angry-men","https://github.com/brittonwalker/criterion-top-ten",""
"Susie Bright ","12 Angry Men","Sidney Lumet","https://www.criterion.com/films/27871-12-angry-men","https://github.com/brittonwalker/criterion-top-ten",""
"Beak>","The Long Good Friday","John Mackenzie","https://www.criterion.com/films/559-the-long-good-friday","https://github.com/brittonwalker/criterion-top-ten",""
"Michael Imperioli","The Killing of a Chinese Bookie","John Cassavetes","https://www.criterion.com/films/958-the-killing-of-a-chinese-bookie","https://github.com/brittonwalker/criterion-top-ten",""
"Lev Kalman","The Killing of a Chinese Bookie","John Cassavetes","https://www.criterion.com/films/958-the-killing-of-a-chinese-bookie","https://github.com/brittonwalker/criterion-top-ten",""
"Barry Levinson","The Killing of a Chinese Bookie","John Cassavetes","https://www.criterion.com/films/958-the-killing-of-a-chinese-bookie","https://github.com/brittonwalker/criterion-top-ten",""
"Stephen Cone","The Killing of a Chinese Bookie","John Cassavetes","https://www.criterion.com/films/958-the-killing-of-a-chinese-bookie","https://github.com/brittonwalker/criterion-top-ten",""
"Joshua Z Weinstein","The Killing of a Chinese Bookie","John Cassavetes","https://www.criterion.com/films/958-the-killing-of-a-chinese-bookie","https://github.com/brittonwalker/criterion-top-ten",""
"Alison Maclean","The Killing of a Chinese Bookie","John Cassavetes","https://www.criterion.com/films/958-the-killing-of-a-chinese-bookie","https://github.com/brittonwalker/criterion-top-ten",""
"Sean Baker","The Killing of a Chinese Bookie","John Cassavetes","https://www.criterion.com/films/958-the-killing-of-a-chinese-bookie","https://github.com/brittonwalker/criterion-top-ten",""
"Josh and Benny Safdie","The Killing of a Chinese Bookie","John Cassavetes","https://www.criterion.com/films/958-the-killing-of-a-chinese-bookie","https://github.com/brittonwalker/criterion-top-ten",""
"Jesse Malin","The Killing of a Chinese Bookie","John Cassavetes","https://www.criterion.com/films/958-the-killing-of-a-chinese-bookie","https://github.com/brittonwalker/criterion-top-ten",""
"Alex Ross Perry","The Killing of a Chinese Bookie","John Cassavetes","https://www.criterion.com/films/958-the-killing-of-a-chinese-bookie","https://github.com/brittonwalker/criterion-top-ten",""
"Aki Kaurismäki ","The Killing of a Chinese Bookie","John Cassavetes","https://www.criterion.com/films/958-the-killing-of-a-chinese-bookie","https://github.com/brittonwalker/criterion-top-ten",""
