"selector_label","title","director","criterion_url","source","published_rank"
"Nina Menkes","Andrei Rublev","Andrei Tarkovsky","https://www.criterion.com/films/300-andrei-rublev","https://github.com/brittonwalker/criterion-top-ten",""
"Karim Aïnouz","Andrei Rublev","Andrei Tarkovsky","https://www.criterion.com/films/300-andrei-rublev","https://github.com/brittonwalker/criterion-top-ten",""
"Ali Abbasi","Andrei Rublev","Andrei Tarkovsky","https://www.criterion.com/films/300-andrei-rublev","https://github.com/brittonwalker/criterion-top-ten",""
"Annie Baker","Andrei Rublev","Andrei Tarkovsky","https://www.criterion.com/films/300-andrei-rublev","https://github.com/brittonwalker/criterion-top-ten",""
"André Gregory and Wallace Shawn","Andrei Rublev","Andrei Tarkovsky","https://www.criterion.com/films/300-andrei-rublev","https://github.com/brittonwalker/criterion-top-ten",""
"Olivier Assayas","Andrei Rublev","Andrei Tarkovsky","https://www.criterion.com/films/300-andrei-rublev","https://github.com/brittonwalker/criterion-top-ten",""
"Daniel Lopatin","Andrei Rublev","Andrei Tarkovsky","https://www.criterion.com/films/300-andrei-rublev","https://github.com/brittonwalker/criterion-top-ten",""
"Götz Spielmann","Andrei Rublev","Andrei Tarkovsky","https://www.criterion.com/films/300-andrei-rublev","https://github.com/brittonwalker/criterion-top-ten",""
"Richard Linklater","Andrei Rublev","Andrei Tarkovsky","https://www.criterion.com/films/300-andrei-rublev","https://github.com/brittonwalker/criterion-top-ten",""
"Nina Menkes","The Passion of Joan of Arc","Carl Th. Dreyer","https://www.criterion.com/films/228-the-passion-of-joan-of-arc","https://github.com/brittonwalker/criterion-top-ten",""
"David and Nathan Zellner","The Passion of Joan of Arc","Carl Th. Dreyer","https://www.criterion.com/films/228-the-passion-of-joan-of-arc","https://github.com/brittonwalker/criterion-top-ten",""
"Jennifer Reeder","The Passion of Joan of Arc","Carl Th. Dreyer","https://www.criterion.com/films/228-the-passion-of-joan-of-arc","https://github.com/brittonwalker/criterion-top-ten",""
"Bruce Beresford","The Passion of Joan of Arc","Carl Th. Dreyer","https://www.criterion.com/films/228-the-passion-of-joan-of-arc","https://github.com/brittonwalker/criterion-top-ten",""
"Michael Atkinson","The Passion of Joan of Arc","Carl Th. Dreyer","https://www.criterion.com/films/228-the-passion-of-joan-of-arc","https://github.com/brittonwalker/criterion-top-ten",""
"Caitlin Kuhwald","The Passion of Joan of Arc","Carl Th. Dreyer","https://www.criterion.com/films/228-the-passion-of-joan-of-arc","https://github.com/brittonwalker/criterion-top-ten",""
"Nina Menkes","Vagabond","Agnès Varda","https://www.criterion.com/films/245-vagabond","https://github.com/brittonwalker/criterion-top-ten",""
"Amy Seimetz","Vagabond","Agnès Varda","https://www.criterion.com/films/245-vagabond","https://github.com/brittonwalker/criterion-top-ten",""
"Dennis Lim","Vagabond","Agnès Varda","https://www.criterion.com/films/245-vagabond","https://github.com/brittonwalker/criterion-top-ten",""
"Alice Rohrwacher","Vagabond","Agnès Varda","https://www.criterion.com/films/245-vagabond","https://github.com/brittonwalker/criterion-top-ten",""
"Christopher Radcliff and Lauren Wolkstein","Vagabond","Agnès Varda","https://www.criterion.com/films/245-vagabond","https://github.com/brittonwalker/criterion-top-ten",""
"Jennifer Reeder","Vagabond","Agnès Varda","https://www.criterion.com/films/245-vagabond","https://github.com/brittonwalker/criterion-top-ten",""
"Rodarte","Vagabond","Agnès Varda","https://www.criterion.com/films/245-vagabond","https://github.com/brittonwalker/criterion-top-ten",""
"Steve Gunn","Vagabond","Agnès Varda","https://www.criterion.com/films/245-vagabond","https://github.com/brittonwalker/criterion-top-ten",""
"Illeana Douglas","Vagabond","Agnès Varda","https://www.criterion.com/films/245-vagabond","https://github.com/brittonwalker/criterion-top-ten",""
"Lena Dunham ","Vagabond","Agnès Varda","https://www.criterion.com/films/245-vagabond","https://github.com/brittonwalker/criterion-top-ten",""
"Ramin Bahrani","Vagabond","Agnès Varda","https://www.criterion.com/films/245-vagabond","https://github.com/brittonwalker/criterion-top-ten",""
"Nina Menkes","La dolce vita","Federico Fellini","https://www.criterion.com/films/28619-la-dolce-vita","https://github.com/brittonwalker/criterion-top-ten",""
"Azazel Jacobs","La dolce vita","Federico Fellini","https://www.criterion.com/films/28619-la-dolce-vita","https://github.com/brittonwalker/criterion-top-ten",""
"Paweł Pawlikowski","La dolce vita","Federico Fellini","https://www.criterion.com/films/28619-la-dolce-vita","https://github.com/brittonwalker/criterion-top-ten",""
"Alan Rudolph","La dolce vita","Federico Fellini","https://www.criterion.com/films/28619-la-dolce-vita","https://github.com/brittonwalker/criterion-top-ten",""
"Tracy Letts","La dolce vita","Federico Fellini","https://www.criterion.com/films/28619-la-dolce-vita","https://github.com/brittonwalker/criterion-top-ten",""
"Doug Nichol","La dolce vita","Federico Fellini","https://www.criterion.com/films/28619-la-dolce-vita","https://github.com/brittonwalker/criterion-top-ten",""
"Amy Fine Collins","La dolce vita","Federico Fellini","https://www.criterion.com/films/28619-la-dolce-vita","https://github.com/brittonwalker/criterion-top-ten",""
"Alan Arkin","La dolce vita","Federico Fellini","https://www.criterion.com/films/28619-la-dolce-vita","https://github.com/brittonwalker/criterion-top-ten",""
"Olivier Assayas","La dolce vita","Federico Fellini","https://www.criterion.com/films/28619-la-dolce-vita","https://github.com/brittonwalker/criterion-top-ten",""
"Hossein Amini","La dolce vita","Federico Fellini","https://www.criterion.com/films/28619-la-dolce-vita","https://github.com/brittonwalker/criterion-top-ten",""
"Mary Ellen Mark","La dolce vita","Federico Fellini","https://www.criterion.com/films/28619-la-dolce-vita","https://github.com/brittonwalker/criterion-top-ten",""
"Ramin Bahrani","La dolce vita","Federico Fellini","https://www.criterion.com/films/28619-la-dolce-vita","https://github.com/brittonwalker/criterion-top-ten",""
"Nina Menkes","Wanda","Barbara Loden","https://www.criterion.com/films/29450-wanda","https://github.com/brittonwalker/criterion-top-ten",""
"Aubrey Plaza","Wanda","Barbara Loden","https://www.criterion.com/films/29450-wanda","https://github.com/brittonwalker/criterion-top-ten",""
"Rachel Kushner","Wanda","Barbara Loden","https://www.criterion.com/films/29450-wanda","https://github.com/brittonwalker/criterion-top-ten",""
"Amy Seimetz","Wanda","Barbara Loden","https://www.criterion.com/films/29450-wanda","https://github.com/brittonwalker/criterion-top-ten",""
"The Ross Brothers’ Top 10","Wanda","Barbara Loden","https://www.criterion.com/films/29450-wanda","https://github.com/brittonwalker/criterion-top-ten",""
"Kelly Reichardt","Wanda","Barbara Loden","https://www.criterion.com/films/29450-wanda","https://github.com/brittonwalker/criterion-top-ten",""
"Karim Aïnouz","Wanda","Barbara Loden","https://www.criterion.com/films/29450-wanda","https://github.com/brittonwalker/criterion-top-ten",""
"Dennis Lim","Wanda","Barbara Loden","https://www.criterion.com/films/29450-wanda","https://github.com/brittonwalker/criterion-top-ten",""
"Nina Menkes","Au hasard Balthazar","Robert Bresson","https://www.criterion.com/films/455-au-hasard-balthazar","https://github.com/brittonwalker/criterion-top-ten",""
"Bill Condon","Au hasard Balthazar","Robert Bresson","https://www.criterion.com/films/455-au-hasard-balthazar","https://github.com/brittonwalker/criterion-top-ten",""
"Zach Clark","Au hasard Balthazar","Robert Bresson","https://www.criterion.com/films/455-au-hasard-balthazar","https://github.com/brittonwalker/criterion-top-ten",""
"Richard Hell","Au hasard Balthazar","Robert Bresson","https://www.criterion.com/films/455-au-hasard-balthazar","https://github.com/brittonwalker/criterion-top-ten",""
"Ana Lily Amirpour","Au hasard Balthazar","Robert Bresson","https://www.criterion.com/films/455-au-hasard-balthazar","https://github.com/brittonwalker/criterion-top-ten",""
"Will Oldham","Au hasard Balthazar","Robert Bresson","https://www.criterion.com/films/455-au-hasard-balthazar","https://github.com/brittonwalker/criterion-top-ten",""
"Mary Ellen Mark","Au hasard Balthazar","Robert Bresson","https://www.criterion.com/films/455-au-hasard-balthazar","https://github.com/brittonwalker/criterion-top-ten",""
"Aki Kaurismäki ","Au hasard Balthazar","Robert Bresson","https://www.criterion.com/films/455-au-hasard-balthazar","https://github.com/brittonwalker/criterion-top-ten",""
"Georgia Hubley","Au hasard Balthazar","Robert Bresson","https://www.criterion.com/films/455-au-hasard-balthazar","https://github.com/brittonwalker/criterion-top-ten",""
"Wes Anderson","Au hasard Balthazar","Robert Bresson","https://www.criterion.com/films/455-au-hasard-balthazar","https://github.com/brittonwalker/criterion-top-ten",""
"Dave Filipi","Au hasard Balthazar","Robert Bresson","https://www.criterion.com/films/455-au-hasard-balthazar","https://github.com/brittonwalker/criterion-top-ten",""
"Richard Linklater","Au hasard Balthazar","Robert Bresson","https://www.criterion.com/films/455-au-hasard-balthazar","https://github.com/brittonwalker/criterion-top-ten",""
"Nina Menkes","Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles","Chantal Akerman","https://www.criterion.com/films/302-jeanne-dielman-23-quai-du-commerce-1080-bruxelles","https://github.com/brittonwalker/criterion-top-ten",""
"Lili Horvát","Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles","Chantal Akerman","https://www.criterion.com/films/302-jeanne-dielman-23-quai-du-commerce-1080-bruxelles","https://github.com/brittonwalker/criterion-top-ten",""
"Isabel Sandoval","Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles","Chantal Akerman","https://www.criterion.com/films/302-jeanne-dielman-23-quai-du-commerce-1080-bruxelles","https://github.com/brittonwalker/criterion-top-ten",""
"Amy Seimetz","Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles","Chantal Akerman","https://www.criterion.com/films/302-jeanne-dielman-23-quai-du-commerce-1080-bruxelles","https://github.com/brittonwalker/criterion-top-ten",""
"Karyn Kusama","Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles","Chantal Akerman","https://www.criterion.com/films/302-jeanne-dielman-23-quai-du-commerce-1080-bruxelles","https://github.com/brittonwalker/criterion-top-ten",""
"David and Nathan Zellner","Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles","Chantal Akerman","https://www.criterion.com/films/302-jeanne-dielman-23-quai-du-commerce-1080-bruxelles","https://github.com/brittonwalker/criterion-top-ten",""
"Jennifer Reeder","Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles","Chantal Akerman","https://www.criterion.com/films/302-jeanne-dielman-23-quai-du-commerce-1080-bruxelles","https://github.com/brittonwalker/criterion-top-ten",""
"Zach Clark","Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles","Chantal Akerman","https://www.criterion.com/films/302-jeanne-dielman-23-quai-du-commerce-1080-bruxelles","https://github.com/brittonwalker/criterion-top-ten",""
"Jenni Olson","Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles","Chantal Akerman","https://www.criterion.com/films/302-jeanne-dielman-23-quai-du-commerce-1080-bruxelles","https://github.com/brittonwalker/criterion-top-ten",""
"Laura Mulvey","Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles","Chantal Akerman","https://www.criterion.com/films/302-jeanne-dielman-23-quai-du-commerce-1080-bruxelles","https://github.com/brittonwalker/criterion-top-ten",""
"Annie Baker","Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles","Chantal Akerman","https://www.criterion.com/films/302-jeanne-dielman-23-quai-du-commerce-1080-bruxelles","https://github.com/brittonwalker/criterion-top-ten",""
"Sonic Youth","Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles","Chantal Akerman","https://www.criterion.com/films/302-jeanne-dielman-23-quai-du-commerce-1080-bruxelles","https://github.com/brittonwalker/criterion-top-ten",""
"Nathan Lee","Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles","Chantal Akerman","https://www.criterion.com/films/302-jeanne-dielman-23-quai-du-commerce-1080-bruxelles","https://github.com/brittonwalker/criterion-top-ten",""
"Nina Menkes","Fat Girl","Catherine Breillat","https://www.criterion.com/films/548-fat-girl","https://github.com/brittonwalker/criterion-top-ten",""
"Ruben Östlund","Fat Girl","Catherine Breillat","https://www.criterion.com/films/548-fat-girl","https://github.com/brittonwalker/criterion-top-ten",""
"Christopher Radcliff and Lauren Wolkstein","Fat Girl","Catherine Breillat","https://www.criterion.com/films/548-fat-girl","https://github.com/brittonwalker/criterion-top-ten",""
"Alison Maclean","Fat Girl","Catherine Breillat","https://www.criterion.com/films/548-fat-girl","https://github.com/brittonwalker/criterion-top-ten",""
"Atom Egoyan","Fat Girl","Catherine Breillat","https://www.criterion.com/films/548-fat-girl","https://github.com/brittonwalker/criterion-top-ten",""
"Richard Ayoade","Fat Girl","Catherine Breillat","https://www.criterion.com/films/548-fat-girl","https://github.com/brittonwalker/criterion-top-ten",""
"Sonic Youth","Fat Girl","Catherine Breillat","https://www.criterion.com/films/548-fat-girl","https://github.com/brittonwalker/criterion-top-ten",""
"Nina Menkes","La Ciénaga","Lucrecia Martel","https://www.criterion.com/films/28113-la-cinaga","https://github.com/brittonwalker/criterion-top-ten",""
"Aubrey Plaza","La Ciénaga","Lucrecia Martel","https://www.criterion.com/films/28113-la-cinaga","https://github.com/brittonwalker/criterion-top-ten",""
"Kleber Mendonça Filho","La Ciénaga","Lucrecia Martel","https://www.criterion.com/films/28113-la-cinaga","https://github.com/brittonwalker/criterion-top-ten",""
"Dennis Lim","La Ciénaga","Lucrecia Martel","https://www.criterion.com/films/28113-la-cinaga","https://github.com/brittonwalker/criterion-top-ten",""
"Alice Rohrwacher","La Ciénaga","Lucrecia Martel","https://www.criterion.com/films/28113-la-cinaga","https://github.com/brittonwalker/criterion-top-ten",""
"Nina Menkes","A Woman Under the Influence","John Cassavetes","https://www.criterion.com/films/510-a-woman-under-the-influence","https://github.com/brittonwalker/criterion-top-ten",""
"Aubrey Plaza","A Woman Under the Influence","John Cassavetes","https://www.criterion.com/films/510-a-woman-under-the-influence","https://github.com/brittonwalker/criterion-top-ten",""
"Pablo Larraín","A Woman Under the Influence","John Cassavetes","https://www.criterion.com/films/510-a-woman-under-the-influence","https://github.com/brittonwalker/criterion-top-ten",""
"Carrie Coon","A Woman Under the Influence","John Cassavetes","https://www.criterion.com/films/510-a-woman-under-the-influence","https://github.com/brittonwalker/criterion-top-ten",""
"Karim Aïnouz","A Woman Under the Influence","John Cassavetes","https://www.criterion.com/films/510-a-woman-under-the-influence","https://github.com/brittonwalker/criterion-top-ten",""
"Michael Imperioli","A Woman Under the Influence","John Cassavetes","https://www.criterion.com/films/510-a-woman-under-the-influence","https://github.com/brittonwalker/criterion-top-ten",""
"Raúl Castillo","A Woman Under the Influence","John Cassavetes","https://www.criterion.com/films/510-a-woman-under-the-influence","https://github.com/brittonwalker/criterion-top-ten",""
"Karyn Kusama","A Woman Under the Influence","John Cassavetes","https://www.criterion.com/films/510-a-woman-under-the-influence","https://github.com/brittonwalker/criterion-top-ten",""
"Alice Rohrwacher","A Woman Under the Influence","John Cassavetes","https://www.criterion.com/films/510-a-woman-under-the-influence","https://github.com/brittonwalker/criterion-top-ten",""
"Sloane Crosley","A Woman Under the Influence","John Cassavetes","https://www.criterion.com/films/510-a-woman-under-the-influence","https://github.com/brittonwalker/criterion-top-ten",""
"Sebastián Lelio","A Woman Under the Influence","John Cassavetes","https://www.criterion.com/films/510-a-woman-under-the-influence","https://github.com/brittonwalker/criterion-top-ten",""
"Barry Levinson","A Woman Under the Influence","John Cassavetes","https://www.criterion.com/films/510-a-woman-under-the-influence","https://github.com/brittonwalker/criterion-top-ten",""
"Stephen Cone","A Woman Under the Influence","John Cassavetes","https://www.criterion.com/films/510-a-woman-under-the-influence","https://github.com/brittonwalker/criterion-top-ten",""
"Andrew Ahn","A Woman Under the Influence","John Cassavetes","https://www.criterion.com/films/510-a-woman-under-the-influence","https://github.com/brittonwalker/criterion-top-ten",""
"Sean Baker","A Woman Under the Influence","John Cassavetes","https://www.criterion.com/films/510-a-woman-under-the-influence","https://github.com/brittonwalker/criterion-top-ten",""
"Josh and Benny Safdie","A Woman Under the Influence","John Cassavetes","https://www.criterion.com/films/510-a-woman-under-the-influence","https://github.com/brittonwalker/criterion-top-ten",""
"Jesse Malin","A Woman Under the Influence","John Cassavetes","https://www.criterion.com/films/510-a-woman-under-the-influence","https://github.com/brittonwalker/criterion-top-ten",""
"Ben Wheatley","A Woman Under the Influence","John Cassavetes","https://www.criterion.com/films/510-a-woman-under-the-influence","https://github.com/brittonwalker/criterion-top-ten",""
"Alex Ross Perry","A Woman Under the Influence","John Cassavetes","https://www.criterion.com/films/510-a-woman-under-the-influence","https://github.com/brittonwalker/criterion-top-ten",""
"Jonathan Caouette","A Woman Under the Influence","John Cassavetes","https://www.criterion.com/films/510-a-woman-under-the-influence","https://github.com/brittonwalker/criterion-top-ten",""
"Aki Kaurismäki ","A Woman Under the Influence","John Cassavetes","https://www.criterion.com/films/510-a-woman-under-the-influence","https://github.com/brittonwalker/criterion-top-ten",""
"Iron and Wine","A Woman Under the Influence","John Cassavetes","https://www.criterion.com/films/510-a-woman-under-the-influence","https://github.com/brittonwalker/criterion-top-ten",""
"Götz Spielmann","A Woman Under the Influence","John Cassavetes","https://www.criterion.com/films/510-a-woman-under-the-influence","https://github.com/brittonwalker/criterion-top-ten",""
"James Franco","A Woman Under the Influence","John Cassavetes","https://www.criterion.com/films/510-a-woman-under-the-influence","https://github.com/brittonwalker/criterion-top-ten",""
"David Hudson","A Woman Under the Influence","John Cassavetes","https://www.criterion.com/films/510-a-woman-under-the-influence","https://github.com/brittonwalker/criterion-top-ten",""
"Steve Buscemi","A Woman Under the Influence","John Cassavetes","https://www.criterion.com/films/510-a-woman-under-the-influence","https://github.com/brittonwalker/criterion-top-ten",""
"Aubrey Plaza","Opening Night","John Cassavetes","https://www.criterion.com/films/957-opening-night","https://github.com/brittonwalker/criterion-top-ten",""
"Sofia Bohdanowicz and Deragh Campbell","Opening Night","John Cassavetes","https://www.criterion.com/films/957-opening-night","https://github.com/brittonwalker/criterion-top-ten",""
"Michael Imperioli","Opening Night","John Cassavetes","https://www.criterion.com/films/957-opening-night","https://github.com/brittonwalker/criterion-top-ten",""
"Barry Levinson","Opening Night","John Cassavetes","https://www.criterion.com/films/957-opening-night","https://github.com/brittonwalker/criterion-top-ten",""
"Stephen Cone","Opening Night","John Cassavetes","https://www.criterion.com/films/957-opening-night","https://github.com/brittonwalker/criterion-top-ten",""
"Janicza Bravo","Opening Night","John Cassavetes","https://www.criterion.com/films/957-opening-night","https://github.com/brittonwalker/criterion-top-ten",""
"Andrew Ahn","Opening Night","John Cassavetes","https://www.criterion.com/films/957-opening-night","https://github.com/brittonwalker/criterion-top-ten",""
"Sean Baker","Opening Night","John Cassavetes","https://www.criterion.com/films/957-opening-night","https://github.com/brittonwalker/criterion-top-ten",""
"Josh and Benny Safdie","Opening Night","John Cassavetes","https://www.criterion.com/films/957-opening-night","https://github.com/brittonwalker/criterion-top-ten",""
"Jesse Malin","Opening Night","John Cassavetes","https://www.criterion.com/films/957-opening-night","https://github.com/brittonwalker/criterion-top-ten",""
"Alex Ross Perry","Opening Night","John Cassavetes","https://www.criterion.com/films/957-opening-night","https://github.com/brittonwalker/criterion-top-ten",""
"Brie Larson ","Opening Night","John Cassavetes","https://www.criterion.com/films/957-opening-night","https://github.com/brittonwalker/criterion-top-ten",""
"Aki Kaurismäki ","Opening Night","John Cassavetes","https://www.criterion.com/films/957-opening-night","https://github.com/brittonwalker/criterion-top-ten",""
"James Franco","Opening Night","John Cassavetes","https://www.criterion.com/films/957-opening-night","https://github.com/brittonwalker/criterion-top-ten",""
"John Lurie","Opening Night","John Cassavetes","https://www.criterion.com/films/957-opening-night","https://github.com/brittonwalker/criterion-top-ten",""
"Aubrey Plaza","Ali: Fear Eats the Soul","Rainer Werner Fassbinder","https://www.criterion.com/films/152-ali-fear-eats-the-soul","https://github.com/brittonwalker/criterion-top-ten",""
"Karim Aïnouz","Ali: Fear Eats the Soul","Rainer Werner Fassbinder","https://www.criterion.com/films/152-ali-fear-eats-the-soul","https://github.com/brittonwalker/criterion-top-ten",""
"Dennis Lim","Ali: Fear Eats the Soul","Rainer Werner Fassbinder","https://www.criterion.com/films/152-ali-fear-eats-the-soul","https://github.com/brittonwalker/criterion-top-ten",""
"John Grant","Ali: Fear Eats the Soul","Rainer Werner Fassbinder","https://www.criterion.com/films/152-ali-fear-eats-the-soul","https://github.com/brittonwalker/criterion-top-ten",""
"Janicza Bravo","Ali: Fear Eats the Soul","Rainer Werner Fassbinder","https://www.criterion.com/films/152-ali-fear-eats-the-soul","https://github.com/brittonwalker/criterion-top-ten",""
"Alison Maclean","Ali: Fear Eats the Soul","Rainer Werner Fassbinder","https://www.criterion.com/films/152-ali-fear-eats-the-soul","https://github.com/brittonwalker/criterion-top-ten",""
"Nathan Silver","Ali: Fear Eats the Soul","Rainer Werner Fassbinder","https://www.criterion.com/films/152-ali-fear-eats-the-soul","https://github.com/brittonwalker/criterion-top-ten",""
"Terence Nance","Ali: Fear Eats the Soul","Rainer Werner Fassbinder","https://www.criterion.com/films/152-ali-fear-eats-the-soul","https://github.com/brittonwalker/criterion-top-ten",""
"Lena Dunham ","Ali: Fear Eats the Soul","Rainer Werner Fassbinder","https://www.criterion.com/films/152-ali-fear-eats-the-soul","https://github.com/brittonwalker/criterion-top-ten",""
"Miguel Arteta ","Ali: Fear Eats the Soul","Rainer Werner Fassbinder","https://www.criterion.com/films/152-ali-fear-eats-the-soul","https://github.com/brittonwalker/criterion-top-ten",""
"Aki Kaurismäki ","Ali: Fear Eats the Soul","Rainer Werner Fassbinder","https://www.criterion.com/films/152-ali-fear-eats-the-soul","https://github.com/brittonwalker/criterion-top-ten",""
"João Pedro Rodrigues","Ali: Fear Eats the Soul","Rainer Werner Fassbinder","https://www.criterion.com/films/152-ali-fear-eats-the-soul","https://github.com/brittonwalker/criterion-top-ten",""
"Sonic Youth","Ali: Fear Eats the Soul","Rainer Werner Fassbinder","https://www.criterion.com/films/152-ali-fear-eats-the-soul","https://github.com/brittonwalker/criterion-top-ten",""
"John Lurie","Ali: Fear Eats the Soul","Rainer Werner Fassbinder","https://www.criterion.com/films/152-ali-fear-eats-the-soul","https://github.com/brittonwalker/criterion-top-ten",""
"Stuart Cooper","Ali: Fear Eats the Soul","Rainer Werner Fassbinder","https://www.criterion.com/films/152-ali-fear-eats-the-soul","https://github.com/brittonwalker/criterion-top-ten",""
"Michael Barker","Ali: Fear Eats the Soul","Rainer Werner Fassbinder","https://www.criterion.com/films/152-ali-fear-eats-the-soul","https://github.com/brittonwalker/criterion-top-ten",""
"Aubrey Plaza","Bicycle Thieves","Vittorio De Sica","https://www.criterion.com/films/210-bicycle-thieves","https://github.com/brittonwalker/criterion-top-ten",""
"Pietro Marcello","Bicycle Thieves","Vittorio De Sica","https://www.criterion.com/films/210-bicycle-thieves","https://github.com/brittonwalker/criterion-top-ten",""
"Ruben Östlund","Bicycle Thieves","Vittorio De Sica","https://www.criterion.com/films/210-bicycle-thieves","https://github.com/brittonwalker/criterion-top-ten",""
"Doug Nichol","Bicycle Thieves","Vittorio De Sica","https://www.criterion.com/films/210-bicycle-thieves","https://github.com/brittonwalker/criterion-top-ten",""
"Joshua Z Weinstein","Bicycle Thieves","Vittorio De Sica","https://www.criterion.com/films/210-bicycle-thieves","https://github.com/brittonwalker/criterion-top-ten",""
"Young Jean Lee","Bicycle Thieves","Vittorio De Sica","https://www.criterion.com/films/210-bicycle-thieves","https://github.com/brittonwalker/criterion-top-ten",""
"Josh and Benny Safdie","Bicycle Thieves","Vittorio De Sica","https://www.criterion.com/films/210-bicycle-thieves","https://github.com/brittonwalker/criterion-top-ten",""
"Mary Ellen Mark","Bicycle Thieves","Vittorio De Sica","https://www.criterion.com/films/210-bicycle-thieves","https://github.com/brittonwalker/criterion-top-ten",""
"Roger Corman","Bicycle Thieves","Vittorio De Sica","https://www.criterion.com/films/210-bicycle-thieves","https://github.com/brittonwalker/criterion-top-ten",""
"Franc Roddam","Bicycle Thieves","Vittorio De Sica","https://www.criterion.com/films/210-bicycle-thieves","https://github.com/brittonwalker/criterion-top-ten",""
"Aki Kaurismäki ","Bicycle Thieves","Vittorio De Sica","https://www.criterion.com/films/210-bicycle-thieves","https://github.com/brittonwalker/criterion-top-ten",""
"Robert Ben Garant and Tom Lennon","Bicycle Thieves","Vittorio De Sica","https://www.criterion.com/films/210-bicycle-thieves","https://github.com/brittonwalker/criterion-top-ten",""
"Jaime Hernandez","Bicycle Thieves","Vittorio De Sica","https://www.criterion.com/films/210-bicycle-thieves","https://github.com/brittonwalker/criterion-top-ten",""
"Ramin Bahrani","Bicycle Thieves","Vittorio De Sica","https://www.criterion.com/films/210-bicycle-thieves","https://github.com/brittonwalker/criterion-top-ten",""
"Aubrey Plaza","Fanny and Alexander Box Set","Ingmar Bergman","https://www.criterion.com/films/206-fanny-and-alexander-box-set","https://github.com/brittonwalker/criterion-top-ten",""
"Aubrey Plaza","Scenes from a Marriage","Ingmar Bergman","https://www.criterion.com/films/710-scenes-from-a-marriage","https://github.com/brittonwalker/criterion-top-ten",""
"Sean Baker","Scenes from a Marriage","Ingmar Bergman","https://www.criterion.com/films/710-scenes-from-a-marriage","https://github.com/brittonwalker/criterion-top-ten",""
"Daniel Lopatin","Scenes from a Marriage","Ingmar Bergman","https://www.criterion.com/films/710-scenes-from-a-marriage","https://github.com/brittonwalker/criterion-top-ten",""
"Nicholas Stoller","Scenes from a Marriage","Ingmar Bergman","https://www.criterion.com/films/710-scenes-from-a-marriage","https://github.com/brittonwalker/criterion-top-ten",""
"Brie Larson ","Scenes from a Marriage","Ingmar Bergman","https://www.criterion.com/films/710-scenes-from-a-marriage","https://github.com/brittonwalker/criterion-top-ten",""
"Susie Bright ","Scenes from a Marriage","Ingmar Bergman","https://www.criterion.com/films/710-scenes-from-a-marriage","https://github.com/brittonwalker/criterion-top-ten",""
"Richard Ayoade","Scenes from a Marriage","Ingmar Bergman","https://www.criterion.com/films/710-scenes-from-a-marriage","https://github.com/brittonwalker/criterion-top-ten",""
"Monte Hellman","Scenes from a Marriage","Ingmar Bergman","https://www.criterion.com/films/710-scenes-from-a-marriage","https://github.com/brittonwalker/criterion-top-ten",""
"Neil LaBute","Scenes from a Marriage","Ingmar Bergman","https://www.criterion.com/films/710-scenes-from-a-marriage","https://github.com/brittonwalker/criterion-top-ten",""
"Rian Johnson","Scenes from a Marriage","Ingmar Bergman","https://www.criterion.com/films/710-scenes-from-a-marriage","https://github.com/brittonwalker/criterion-top-ten",""
"Jane Campion","Scenes from a Marriage","Ingmar Bergman","https://www.criterion.com/films/710-scenes-from-a-marriage","https://github.com/brittonwalker/criterion-top-ten",""
"Aubrey Plaza","Tie Me Up! Tie Me Down!","Pedro Almodóvar","https://www.criterion.com/films/28593-tie-me-up-tie-me-down","https://github.com/brittonwalker/criterion-top-ten",""
"Dash Shaw","Tie Me Up! Tie Me Down!","Pedro Almodóvar","https://www.criterion.com/films/28593-tie-me-up-tie-me-down","https://github.com/brittonwalker/criterion-top-ten",""
"Aubrey Plaza","Mikey and Nicky","Elaine May","https://www.criterion.com/films/27895-mikey-and-nicky","https://github.com/brittonwalker/criterion-top-ten",""
"Brian Raftery","Mikey and Nicky","Elaine May","https://www.criterion.com/films/27895-mikey-and-nicky","https://github.com/brittonwalker/criterion-top-ten",""
"Aubrey Plaza","8½","Federico Fellini","https://www.criterion.com/films/150-8","https://github.com/brittonwalker/criterion-top-ten",""
"Paweł Pawlikowski","8½","Federico Fellini","https://www.criterion.com/films/150-8","https://github.com/brittonwalker/criterion-top-ten",""
"Ari Aster","8½","Federico Fellini","https://www.criterion.com/films/150-8","https://github.com/brittonwalker/criterion-top-ten",""
"Sebastián Lelio","8½","Federico Fellini","https://www.criterion.com/films/150-8","https://github.com/brittonwalker/criterion-top-ten",""
"Alton Brown","8½","Federico Fellini","https://www.criterion.com/films/150-8","https://github.com/brittonwalker/criterion-top-ten",""
