slug,title,year,director,runtime,imdb,tmdb,lb_rating,lb_rating_count,imdb_rating,imdb_votes,times_picked,imdb_url,lb_url
an-angel-at-my-table,An Angel at My Table,1990,Jane Campion,158,tt0099040,2891,3.87,14478,7.4,9468,6,https://www.imdb.com/title/tt0099040/,https://letterboxd.com/film/an-angel-at-my-table/
black-girl-1966,Black Girl,1966,Ousmane Sembène,65,tt0060758,95597,4.09,64576,7.4,7417,6,https://www.imdb.com/title/tt0060758/,https://letterboxd.com/film/black-girl-1966/
stagecoach,Stagecoach,1939,John Ford,96,tt0031971,995,3.98,98577,7.8,59174,6,https://www.imdb.com/title/tt0031971/,https://letterboxd.com/film/stagecoach/
a-taste-of-honey,A Taste of Honey,1961,Tony Richardson,100,tt0055506,25062,3.74,12253,7.4,6990,5,https://www.imdb.com/title/tt0055506/,https://letterboxd.com/film/a-taste-of-honey/
germany-year-zero,"Germany, Year Zero",1948,Roberto Rossellini,74,tt0039417,8016,4.03,35439,7.8,15392,5,https://www.imdb.com/title/tt0039417/,https://letterboxd.com/film/germany-year-zero/
wings-of-desire,Wings of Desire,1987,Wim Wenders,128,tt0093191,144,4.31,193184,7.9,84245,5,https://www.imdb.com/title/tt0093191/,https://letterboxd.com/film/wings-of-desire/
burden-of-dreams,Burden of Dreams,1982,Les Blank,97,tt0083702,42124,4.1,25964,7.9,9194,5,https://www.imdb.com/title/tt0083702/,https://letterboxd.com/film/burden-of-dreams/
a-face-in-the-crowd,A Face in the Crowd,1957,Elia Kazan,125,tt0050371,21849,4.2,30999,8.1,19284,5,https://www.imdb.com/title/tt0050371/,https://letterboxd.com/film/a-face-in-the-crowd/
vive-le-tour,Vive Le Tour,1962,Louis Malle,18,tt0056662,63893,3.82,1679,7.4,1043,5,https://www.imdb.com/title/tt0056662/,https://letterboxd.com/film/vive-le-tour/
elevator-to-the-gallows,Elevator to the Gallows,1958,Louis Malle,92,tt0051378,1093,4.1,78403,7.9,31891,5,https://www.imdb.com/title/tt0051378/,https://letterboxd.com/film/elevator-to-the-gallows/
rome-open-city,"Rome, Open City",1945,Roberto Rossellini,104,tt0038890,307,4.18,77738,8,34166,5,https://www.imdb.com/title/tt0038890/,https://letterboxd.com/film/rome-open-city/
inland-empire,Inland Empire,2006,David Lynch,180,tt0460829,1730,3.9,193562,6.8,69328,5,https://www.imdb.com/title/tt0460829/,https://letterboxd.com/film/inland-empire/
dreams,Dreams,1990,Akira Kurosawa,119,tt0100998,12516,4.24,110452,7.7,32893,5,https://www.imdb.com/title/tt0100998/,https://letterboxd.com/film/dreams/
the-seventh-continent,The Seventh Continent,1989,Michael Haneke,107,tt0098327,32761,4.04,41645,7.6,19190,5,https://www.imdb.com/title/tt0098327/,https://letterboxd.com/film/the-seventh-continent/
fearless-hyena,Fearless Hyena,1979,Jackie Chan,97,tt0079315,19274,3.46,7360,6.6,6137,5,https://www.imdb.com/title/tt0079315/,https://letterboxd.com/film/fearless-hyena/
the-killing,The Killing,1956,Stanley Kubrick,85,tt0049406,247,3.99,156187,7.9,105981,5,https://www.imdb.com/title/tt0049406/,https://letterboxd.com/film/the-killing/
m,M,1931,Fritz Lang,110,tt0022100,832,4.29,219333,8.3,183261,5,https://www.imdb.com/title/tt0022100/,https://letterboxd.com/film/m/
menace-ii-society,Menace II Society,1993,"Allen Hughes, Albert Hughes",97,tt0107554,9516,3.91,100821,7.5,70454,5,https://www.imdb.com/title/tt0107554/,https://letterboxd.com/film/menace-ii-society/
my-lucky-stars,My Lucky Stars,1985,Sammo Hung Kam-Bo,96,tt0089177,10044,3.06,8608,6.3,6862,5,https://www.imdb.com/title/tt0089177/,https://letterboxd.com/film/my-lucky-stars/
a-human-condition,A Human Condition,1974,"Louis Malle, René Vautier",73,tt0071635,112451,3.33,958,6.4,525,5,https://www.imdb.com/title/tt0071635/,https://letterboxd.com/film/a-human-condition/
shadows-in-paradise,Shadows in Paradise,1986,Aki Kaurismäki,74,tt0092149,3,3.88,32387,7.4,8706,5,https://www.imdb.com/title/tt0092149/,https://letterboxd.com/film/shadows-in-paradise/
the-elephant-man,The Elephant Man,1980,David Lynch,124,tt0080678,1955,4.3,446802,8.2,282153,5,https://www.imdb.com/title/tt0080678/,https://letterboxd.com/film/the-elephant-man/
diabolique-1955,Diabolique,1955,Henri-Georges Clouzot,117,tt0046911,827,4.19,91242,8.1,73503,5,https://www.imdb.com/title/tt0046911/,https://letterboxd.com/film/diabolique-1955/
the-silence-of-the-lambs,The Silence of the Lambs,1991,Jonathan Demme,119,tt0102926,274,4.33,3145431,8.6,1730521,5,https://www.imdb.com/title/tt0102926/,https://letterboxd.com/film/the-silence-of-the-lambs/
the-match-factory-girl,The Match Factory Girl,1990,Aki Kaurismäki,69,tt0098532,7974,3.95,37795,7.5,13704,5,https://www.imdb.com/title/tt0098532/,https://letterboxd.com/film/the-match-factory-girl/
place-de-la-republique,Place de la République,1974,Louis Malle,94,tt0071999,112633,3.56,652,6.9,513,5,https://www.imdb.com/title/tt0071999/,https://letterboxd.com/film/place-de-la-republique/
saint-omer,Saint Omer,2022,Alice Diop,123,tt15376894,925943,3.76,35349,6.7,6399,5,https://www.imdb.com/title/tt15376894/,https://letterboxd.com/film/saint-omer/
the-golden-coach,The Golden Coach,1952,Jean Renoir,105,tt0044487,56167,3.71,4939,7,3777,5,https://www.imdb.com/title/tt0044487/,https://letterboxd.com/film/the-golden-coach/
god-respects-us-when-we-work-but-loves-us-when-we-dance,"God Respects Us When We Work, But Loves Us When We Dance",1968,"Les Blank, Skip Gerson",20,tt0063016,266697,3.45,1899,6.4,409,5,https://www.imdb.com/title/tt0063016/,https://letterboxd.com/film/god-respects-us-when-we-work-but-loves-us-when-we-dance/
two-lane-blacktop,Two-Lane Blacktop,1971,Monte Hellman,102,tt0067893,27236,3.84,23420,7.2,14467,5,https://www.imdb.com/title/tt0067893/,https://letterboxd.com/film/two-lane-blacktop/
au-hasard-balthazar,Au Hasard Balthazar,1966,Robert Bresson,96,tt0060138,20108,4.08,66531,7.7,24980,5,https://www.imdb.com/title/tt0060138/,https://letterboxd.com/film/au-hasard-balthazar/
71-fragments-of-a-chronology-of-chance,71 Fragments of a Chronology of Chance,1994,Michael Haneke,100,tt0109020,32764,3.77,19006,7.1,9674,5,https://www.imdb.com/title/tt0109020/,https://letterboxd.com/film/71-fragments-of-a-chronology-of-chance/
the-lady-vanishes,The Lady Vanishes,1938,Alfred Hitchcock,96,tt0030341,940,3.91,71122,7.7,61562,5,https://www.imdb.com/title/tt0030341/,https://letterboxd.com/film/the-lady-vanishes/
french-cancan,French Cancan,1955,Jean Renoir,102,tt0046998,45213,3.89,7215,7.3,4859,5,https://www.imdb.com/title/tt0046998/,https://letterboxd.com/film/french-cancan/
leclisse,L'Eclisse,1962,Michelangelo Antonioni,126,tt0056736,21135,3.98,60716,7.7,24502,5,https://www.imdb.com/title/tt0056736/,https://letterboxd.com/film/leclisse/
summertime,Summertime,1955,David Lean,100,tt0048673,50363,3.67,24785,7.1,11406,5,https://www.imdb.com/title/tt0048673/,https://letterboxd.com/film/summertime/
hot-pepper,Hot Pepper,1973,Les Blank,54,tt0070193,85633,3.71,1105,6.8,348,5,https://www.imdb.com/title/tt0070193/,https://letterboxd.com/film/hot-pepper/
eo,EO,2022,Jerzy Skolimowski,88,tt19652910,785398,3.57,93379,6.7,17159,5,https://www.imdb.com/title/tt19652910/,https://letterboxd.com/film/eo/
memories-of-murder,Memories of Murder,2003,Bong Joon Ho,131,tt0353969,11423,4.42,1022494,8.1,269721,5,https://www.imdb.com/title/tt0353969/,https://letterboxd.com/film/memories-of-murder/
spiritual-kung-fu,Spiritual Kung Fu,1978,Lo Wei,99,tt0078128,18760,3.11,3427,5.8,2849,5,https://www.imdb.com/title/tt0078128/,https://letterboxd.com/film/spiritual-kung-fu/
elena-and-her-men,Elena and Her Men,1956,Jean Renoir,95,tt0049177,53156,3.34,3085,6.2,2323,5,https://www.imdb.com/title/tt0049177/,https://letterboxd.com/film/elena-and-her-men/
onibaba,Onibaba,1964,Kaneto Shindō,105,tt0058430,3763,4.07,95578,7.8,25881,5,https://www.imdb.com/title/tt0058430/,https://letterboxd.com/film/onibaba/
the-awful-truth,The Awful Truth,1937,Leo McCarey,91,tt0028597,14675,3.89,30480,7.6,23375,5,https://www.imdb.com/title/tt0028597/,https://letterboxd.com/film/the-awful-truth/
frances-ha,Frances Ha,2012,Noah Baumbach,86,tt2347569,121986,4.03,654896,7.4,102780,5,https://www.imdb.com/title/tt2347569/,https://letterboxd.com/film/frances-ha/
the-graduate,The Graduate,1967,Mike Nichols,107,tt0061722,37247,4.1,509332,8,302505,5,https://www.imdb.com/title/tt0061722/,https://letterboxd.com/film/the-graduate/
cat-people,Cat People,1942,Jacques Tourneur,73,tt0034587,25508,3.67,88539,7.2,28746,5,https://www.imdb.com/title/tt0034587/,https://letterboxd.com/film/cat-people/
the-young-master,The Young Master,1980,Jackie Chan,107,tt0081499,11563,3.57,9440,7,9231,5,https://www.imdb.com/title/tt0081499/,https://letterboxd.com/film/the-young-master/
the-fisher-king,The Fisher King,1991,Terry Gilliam,138,tt0101889,177,3.9,79570,7.5,97036,5,https://www.imdb.com/title/tt0101889/,https://letterboxd.com/film/the-fisher-king/
rebecca,Rebecca,1940,Alfred Hitchcock,130,tt0032976,223,4.12,167611,8,161479,5,https://www.imdb.com/title/tt0032976/,https://letterboxd.com/film/rebecca/
dance-girl-dance,"Dance, Girl, Dance",1940,Dorothy Arzner,90,tt0032376,32196,3.54,11641,6.8,3558,5,https://www.imdb.com/title/tt0032376/,https://letterboxd.com/film/dance-girl-dance/
calcutta-1969,Calcutta,1969,Louis Malle,99,tt0062773,112630,3.56,966,7.1,818,5,https://www.imdb.com/title/tt0062773/,https://letterboxd.com/film/calcutta-1969/
throne-of-blood,Throne of Blood,1957,Akira Kurosawa,108,tt0050613,3777,4.27,121241,8,60434,5,https://www.imdb.com/title/tt0050613/,https://letterboxd.com/film/throne-of-blood/
the-parallax-view,The Parallax View,1974,Alan J. Pakula,102,tt0071970,17365,3.85,62466,7.1,24877,5,https://www.imdb.com/title/tt0071970/,https://letterboxd.com/film/the-parallax-view/
beyond-the-valley-of-the-dolls,Beyond the Valley of the Dolls,1970,Russ Meyer,109,tt0065466,5722,3.54,24867,6.1,13003,5,https://www.imdb.com/title/tt0065466/,https://letterboxd.com/film/beyond-the-valley-of-the-dolls/
the-daytrippers,The Daytrippers,1996,Greg Mottola,87,tt0116041,49806,3.89,62983,7.1,9008,5,https://www.imdb.com/title/tt0116041/,https://letterboxd.com/film/the-daytrippers/
dry-wood,Dry Wood,1973,"Les Blank, Maureen Gosling",37,tt0070005,208781,3.63,1015,6.7,307,5,https://www.imdb.com/title/tt0070005/,https://letterboxd.com/film/dry-wood/
man-bites-dog,Man Bites Dog,1992,"Rémy Belvaux, André Bonzel, Benoît Poelvoorde",96,tt0103905,10086,3.79,68386,7.4,45102,5,https://www.imdb.com/title/tt0103905/,https://letterboxd.com/film/man-bites-dog/
valley-of-the-dolls,Valley of the Dolls,1967,Mark Robson,123,tt0062430,3055,3.43,34723,6.1,10759,5,https://www.imdb.com/title/tt0062430/,https://letterboxd.com/film/valley-of-the-dolls/
garlic-is-as-good-as-ten-mothers,Garlic Is as Good as Ten Mothers,1980,Les Blank,51,tt0080776,85642,4,6614,7.3,976,5,https://www.imdb.com/title/tt0080776/,https://letterboxd.com/film/garlic-is-as-good-as-ten-mothers/
the-friends-of-eddie-coyle,The Friends of Eddie Coyle,1973,Peter Yates,102,tt0070077,25680,3.91,27877,7.4,13780,5,https://www.imdb.com/title/tt0070077/,https://letterboxd.com/film/the-friends-of-eddie-coyle/
the-blues-accordin-to-lightnin-hopkins,The Blues Accordin' to Lightnin' Hopkins,1968,"Les Blank, Skip Gerson",31,tt0064099,185181,4.05,3951,7.7,927,5,https://www.imdb.com/title/tt0064099/,https://letterboxd.com/film/the-blues-accordin-to-lightnin-hopkins/
paper-moon,Paper Moon,1973,Peter Bogdanovich,102,tt0070510,11293,4.39,115848,8.1,57782,5,https://www.imdb.com/title/tt0070510/,https://letterboxd.com/film/paper-moon/
my-dinner-with-andre,My Dinner with Andre,1981,Louis Malle,112,tt0082783,25468,4.1,102824,7.6,30800,5,https://www.imdb.com/title/tt0082783/,https://letterboxd.com/film/my-dinner-with-andre/
the-great-escape,The Great Escape,1963,John Sturges,173,tt0057115,5925,4.16,157575,8.2,278229,5,https://www.imdb.com/title/tt0057115/,https://letterboxd.com/film/the-great-escape/
after-hours,After Hours,1985,Martin Scorsese,97,tt0088680,10843,4.13,494015,7.6,98873,5,https://www.imdb.com/title/tt0088680/,https://letterboxd.com/film/after-hours/
the-devils-backbone,The Devil's Backbone,2001,Guillermo del Toro,108,tt0256009,1433,3.82,91797,7.3,75764,5,https://www.imdb.com/title/tt0256009/,https://letterboxd.com/film/the-devils-backbone/
the-lady-eve,The Lady Eve,1941,Preston Sturges,97,tt0033804,3086,3.96,46170,7.7,25513,5,https://www.imdb.com/title/tt0033804/,https://letterboxd.com/film/the-lady-eve/
purple-noon,Purple Noon,1960,René Clément,118,tt0054189,10363,4.03,76539,7.7,24099,5,https://www.imdb.com/title/tt0054189/,https://letterboxd.com/film/purple-noon/
monterey-pop,Monterey Pop,1968,D. A. Pennebaker,80,tt0064689,42632,4.12,13995,7.9,5459,5,https://www.imdb.com/title/tt0064689/,https://letterboxd.com/film/monterey-pop/
the-night-porter,The Night Porter,1974,Liliana Cavani,118,tt0071910,26648,3.39,28107,6.6,16550,5,https://www.imdb.com/title/tt0071910/,https://letterboxd.com/film/the-night-porter/
old-joy,Old Joy,2006,Kelly Reichardt,74,tt0468526,26518,3.79,42942,6.8,10022,5,https://www.imdb.com/title/tt0468526/,https://letterboxd.com/film/old-joy/
the-maestro-king-of-the-cowboy-artists,The Maestro: King of the Cowboy Artists,1995,Les Blank,54,tt0113734,85655,3.68,936,7.1,290,5,https://www.imdb.com/title/tt0113734/,https://letterboxd.com/film/the-maestro-king-of-the-cowboy-artists/
pickup-on-south-street,Pickup on South Street,1953,Samuel Fuller,80,tt0046187,25955,3.92,23403,7.6,17848,5,https://www.imdb.com/title/tt0046187/,https://letterboxd.com/film/pickup-on-south-street/
betty-blue,Betty Blue,1986,Jean-Jacques Beineix,120,tt0090563,11986,3.93,37310,7.3,24021,5,https://www.imdb.com/title/tt0090563/,https://letterboxd.com/film/betty-blue/
in-heaven-there-is-no-beer,In Heaven There Is No Beer?,1984,"Les Blank, Maureen Gosling",50,tt0087465,85643,3.68,1530,7,399,5,https://www.imdb.com/title/tt0087465/,https://letterboxd.com/film/in-heaven-there-is-no-beer/
original-cast-album-company,Original Cast Album: Company,1970,D. A. Pennebaker,53,tt0293475,100776,4.21,13911,8,1294,5,https://www.imdb.com/title/tt0293475/,https://letterboxd.com/film/original-cast-album-company/
jimi-plays-monterey,Jimi Plays Monterey,1986,"D. A. Pennebaker, Chris Hegedus",50,tt0093312,26028,4.15,4716,8.1,1586,5,https://www.imdb.com/title/tt0093312/,https://letterboxd.com/film/jimi-plays-monterey/
gods-country-1985,God's Country,1985,Louis Malle,95,tt0091125,79179,3.94,2505,7.5,988,5,https://www.imdb.com/title/tt0091125/,https://letterboxd.com/film/gods-country-1985/
the-tin-drum,The Tin Drum,1979,Volker Schlöndorff,162,tt0078875,659,3.72,21928,7.4,27985,5,https://www.imdb.com/title/tt0078875/,https://letterboxd.com/film/the-tin-drum/
yum-yum-yum-a-taste-of-the-cajun-and-creole,"Yum, Yum, Yum! A Taste of the Cajun and Creole Cooking of Louisiana",1990,"Les Blank, Maureen Gosling",31,tt0100997,199137,3.92,2080,7.3,344,5,https://www.imdb.com/title/tt0100997/,https://letterboxd.com/film/yum-yum-yum-a-taste-of-the-cajun-and-creole/
half-a-loaf-of-kung-fu,Half a Loaf of Kung Fu,1978,Chen Chi-Hwa,97,tt0080623,18867,2.86,3028,5.6,2392,5,https://www.imdb.com/title/tt0080623/,https://letterboxd.com/film/half-a-loaf-of-kung-fu/
nowhere,Nowhere,1997,Gregg Araki,83,tt0119809,1811,3.99,138516,6.6,12380,5,https://www.imdb.com/title/tt0119809/,https://letterboxd.com/film/nowhere/
bennys-video,Benny's Video,1992,Michael Haneke,110,tt0103793,1987,3.63,57679,7.1,20894,5,https://www.imdb.com/title/tt0103793/,https://letterboxd.com/film/bennys-video/
sprout-wings-and-fly,Sprout Wings and Fly,1983,"Les Blank, Cece Conway, Alice Gerrard",30,tt0086353,259189,3.73,908,7,305,5,https://www.imdb.com/title/tt0086353/,https://letterboxd.com/film/sprout-wings-and-fly/
the-last-days-of-disco,The Last Days of Disco,1998,Whit Stillman,113,tt0120728,16980,3.78,38165,6.7,15244,5,https://www.imdb.com/title/tt0120728/,https://letterboxd.com/film/the-last-days-of-disco/
spend-it-all,Spend It All,1972,Les Blank,41,tt0067782,163366,3.95,1478,7.3,428,5,https://www.imdb.com/title/tt0067782/,https://letterboxd.com/film/spend-it-all/
sworn-to-the-drum-a-tribute-to-francisco-aguabella,Sworn to the Drum: A Tribute to Francisco Aguabella,1995,Les Blank,35,tt0114595,256536,3.48,414,6.7,168,5,https://www.imdb.com/title/tt0114595/,https://letterboxd.com/film/sworn-to-the-drum-a-tribute-to-francisco-aguabella/
phantom-india,Phantom India,1969,Louis Malle,363,tt0063914,,3.92,770,8.1,535,5,https://www.imdb.com/title/tt0063914/,https://letterboxd.com/film/phantom-india/
metropolitan,Metropolitan,1990,Whit Stillman,99,tt0100142,15389,3.82,45602,7.2,13785,5,https://www.imdb.com/title/tt0100142/,https://letterboxd.com/film/metropolitan/
ariel,Ariel,1988,Aki Kaurismäki,73,tt0094675,2,3.91,22924,7.4,9844,5,https://www.imdb.com/title/tt0094675/,https://letterboxd.com/film/ariel/
vivre-sa-vie,Vivre Sa Vie,1962,Jean-Luc Godard,84,tt0056663,1626,4.01,153701,7.8,37823,5,https://www.imdb.com/title/tt0056663/,https://letterboxd.com/film/vivre-sa-vie/
citizen-kane,Citizen Kane,1941,Orson Welles,119,tt0033467,15,4.18,649529,8.2,493806,5,https://www.imdb.com/title/tt0033467/,https://letterboxd.com/film/citizen-kane/
and-the-pursuit-of-happiness,… And the Pursuit of Happiness,1986,Louis Malle,81,tt0092561,114033,3.73,1128,7.2,570,5,https://www.imdb.com/title/tt0092561/,https://letterboxd.com/film/and-the-pursuit-of-happiness/
a-well-spent-life,A Well Spent Life,1971,"Les Blank, Skip Gerson",44,tt0067968,124019,3.95,2187,7.4,608,5,https://www.imdb.com/title/tt0067968/,https://letterboxd.com/film/a-well-spent-life/
paisan,Paisan,1946,Roberto Rossellini,125,tt0038823,8429,3.92,23463,7.6,10759,5,https://www.imdb.com/title/tt0038823/,https://letterboxd.com/film/paisan/
i-married-a-witch,I Married a Witch,1942,René Clair,77,tt0034881,25970,3.58,37829,7.1,10881,5,https://www.imdb.com/title/tt0034881/,https://letterboxd.com/film/i-married-a-witch/
red-desert,Red Desert,1964,Michelangelo Antonioni,117,tt0058003,26638,4.03,47814,7.4,19362,5,https://www.imdb.com/title/tt0058003/,https://letterboxd.com/film/red-desert/
dr-strangelove-or-how-i-learned-to-stop-worrying-and-love-the-bomb,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,Stanley Kubrick,95,tt0057012,935,4.3,627767,8.3,551577,5,https://www.imdb.com/title/tt0057012/,https://letterboxd.com/film/dr-strangelove-or-how-i-learned-to-stop-worrying-and-love-the-bomb/
la-ceremonie,La Cérémonie,1995,Claude Chabrol,112,tt0112769,1802,4.08,49021,7.5,15306,5,https://www.imdb.com/title/tt0112769/,https://letterboxd.com/film/la-ceremonie/
hollywood-shuffle,Hollywood Shuffle,1987,Robert Townsend,81,tt0093200,34101,3.66,14455,6.9,7177,5,https://www.imdb.com/title/tt0093200/,https://letterboxd.com/film/hollywood-shuffle/
mouchette,Mouchette,1967,Robert Bresson,81,tt0061996,1561,4.06,31998,7.6,14198,5,https://www.imdb.com/title/tt0061996/,https://letterboxd.com/film/mouchette/
time-2020,Time,2020,Garrett Bradley,81,tt11416746,653729,3.78,27139,6.8,6572,5,https://www.imdb.com/title/tt11416746/,https://letterboxd.com/film/time-2020/
gap-toothed-women,Gap-Toothed Women,1987,Les Blank,31,tt0095199,154032,3.96,4626,7.2,521,5,https://www.imdb.com/title/tt0095199/,https://letterboxd.com/film/gap-toothed-women/
one-eyed-jacks,One-Eyed Jacks,1961,Marlon Brando,141,tt0055257,18647,3.68,15185,7.1,15201,5,https://www.imdb.com/title/tt0055257/,https://letterboxd.com/film/one-eyed-jacks/
salesman,Salesman,1969,"David Maysles, Charlotte Zwerin, Albert Maysles",90,tt0064921,27375,3.87,12433,7.6,6210,5,https://www.imdb.com/title/tt0064921/,https://letterboxd.com/film/salesman/
totally-fed-up,Totally F***ed Up,1993,Gregg Araki,79,tt0108366,33560,3.77,81837,6.5,5429,5,https://www.imdb.com/title/tt0108366/,https://letterboxd.com/film/totally-fed-up/
solaris,Solaris,1972,Andrei Tarkovsky,167,tt0069293,593,4.22,211705,7.9,104422,5,https://www.imdb.com/title/tt0069293/,https://letterboxd.com/film/solaris/
the-damned,The Damned,1969,Luchino Visconti,158,tt0064118,41876,3.82,13536,7.4,11005,5,https://www.imdb.com/title/tt0064118/,https://letterboxd.com/film/the-damned/
a-tale-of-winter,A Tale of Winter,1992,Éric Rohmer,114,tt0104008,10241,3.87,25035,7.2,7080,4,https://www.imdb.com/title/tt0104008/,https://letterboxd.com/film/a-tale-of-winter/
masculin-feminin,Masculin Féminin,1966,Jean-Luc Godard,105,tt0060675,4710,3.8,92360,7.3,19119,4,https://www.imdb.com/title/tt0060675/,https://letterboxd.com/film/masculin-feminin/
samurai-ii-duel-at-ichijoji-temple,Samurai II: Duel at Ichijoji Temple,1955,Hiroshi Inagaki,103,tt0048579,31374,3.68,11327,7.3,7568,4,https://www.imdb.com/title/tt0048579/,https://letterboxd.com/film/samurai-ii-duel-at-ichijoji-temple/
something-wild,Something Wild,1986,Jonathan Demme,114,tt0091983,11300,3.77,51111,6.9,24020,4,https://www.imdb.com/title/tt0091983/,https://letterboxd.com/film/something-wild/
the-kid,The Kid,1921,Charlie Chaplin,68,tt0012349,10098,4.21,137154,8.2,146080,4,https://www.imdb.com/title/tt0012349/,https://letterboxd.com/film/the-kid/
life-is-sweet,Life Is Sweet,1990,Mike Leigh,103,tt0100024,36843,3.91,23491,7.4,12198,4,https://www.imdb.com/title/tt0100024/,https://letterboxd.com/film/life-is-sweet/
chimes-at-midnight,Chimes at Midnight,1965,Orson Welles,115,tt0059012,986,4,20852,7.6,11227,4,https://www.imdb.com/title/tt0059012/,https://letterboxd.com/film/chimes-at-midnight/
touki-bouki,Touki Bouki,1973,Djibril Diop Mambéty,91,tt0070820,77771,3.81,31202,6.9,5034,4,https://www.imdb.com/title/tt0070820/,https://letterboxd.com/film/touki-bouki/
intentions-of-murder,Intentions of Murder,1964,Shōhei Imamura,150,tt0057829,49571,3.89,2859,7.6,2005,4,https://www.imdb.com/title/tt0057829/,https://letterboxd.com/film/intentions-of-murder/
umberto-d,Umberto D.,1952,Vittorio De Sica,91,tt0045274,833,4.26,50738,8.1,30695,4,https://www.imdb.com/title/tt0045274/,https://letterboxd.com/film/umberto-d/
as-long-as-youve-got-your-health,As Long as You've Got Your Health,1966,Pierre Étaix,68,tt0207145,143796,3.61,1464,7.1,1059,4,https://www.imdb.com/title/tt0207145/,https://letterboxd.com/film/as-long-as-youve-got-your-health/
a-tale-of-autumn,A Tale of Autumn,1998,Éric Rohmer,112,tt0137439,10239,3.89,18737,7.4,7000,4,https://www.imdb.com/title/tt0137439/,https://letterboxd.com/film/a-tale-of-autumn/
watership-down,Watership Down,1978,Martin Rosen,92,tt0078480,11837,3.89,81467,7.5,43558,4,https://www.imdb.com/title/tt0078480/,https://letterboxd.com/film/watership-down/
certified-copy,Certified Copy,2010,Abbas Kiarostami,106,tt1020773,48303,4.09,72595,7.2,29092,4,https://www.imdb.com/title/tt1020773/,https://letterboxd.com/film/certified-copy/
symbiopsychotaxiplasm-take-one,Symbiopsychotaxiplasm: Take One,1968,William Greaves,75,tt0296881,44783,3.96,18701,7.2,2923,4,https://www.imdb.com/title/tt0296881/,https://letterboxd.com/film/symbiopsychotaxiplasm-take-one/
kwaidan,Kwaidan,1964,Masaki Kobayashi,183,tt0058279,30959,4.24,62701,7.9,22973,4,https://www.imdb.com/title/tt0058279/,https://letterboxd.com/film/kwaidan/
the-game,The Game,1997,David Fincher,129,tt0119174,2649,3.82,643321,7.7,473344,4,https://www.imdb.com/title/tt0119174/,https://letterboxd.com/film/the-game/
o-seasons-o-castles,"O Seasons, O Castles",1958,Agnès Varda,21,tt0050788,278727,3.64,3981,6.9,550,4,https://www.imdb.com/title/tt0050788/,https://letterboxd.com/film/o-seasons-o-castles/
hobsons-choice,Hobson's Choice,1954,David Lean,108,tt0047094,16410,3.85,9203,7.7,10073,4,https://www.imdb.com/title/tt0047094/,https://letterboxd.com/film/hobsons-choice/
fiances-on-the-bridge,Fiancés on the Bridge,1962,Agnès Varda,5,tt1086289,54464,3.4,8729,6.7,1595,4,https://www.imdb.com/title/tt1086289/,https://letterboxd.com/film/fiances-on-the-bridge/
in-a-lonely-place,In a Lonely Place,1950,Nicholas Ray,93,tt0042593,17057,4.19,84598,7.9,39361,4,https://www.imdb.com/title/tt0042593/,https://letterboxd.com/film/in-a-lonely-place/
anatomy-of-a-fall,Anatomy of a Fall,2023,Justine Triet,151,tt17009710,915935,4.12,1504480,7.6,231817,4,https://www.imdb.com/title/tt17009710/,https://letterboxd.com/film/anatomy-of-a-fall/
the-vanishing-lion,The Vanishing Lion,2003,Agnès Varda,11,tt0403227,139426,3.44,3840,6.5,771,4,https://www.imdb.com/title/tt0403227/,https://letterboxd.com/film/the-vanishing-lion/
lone-star-1996,Lone Star,1996,John Sayles,135,tt0116905,26748,3.89,34628,7.4,35948,4,https://www.imdb.com/title/tt0116905/,https://letterboxd.com/film/lone-star-1996/
youve-got-beautiful-stairs-you-know,"You've Got Beautiful Stairs, You Know...",1986,Agnès Varda,3,tt0301915,264290,3.38,6629,6.4,897,4,https://www.imdb.com/title/tt0301915/,https://letterboxd.com/film/youve-got-beautiful-stairs-you-know/
the-mother-and-the-whore,The Mother and the Whore,1973,Jean Eustache,219,tt0070359,48693,4.18,23007,7.7,7743,4,https://www.imdb.com/title/tt0070359/,https://letterboxd.com/film/the-mother-and-the-whore/
walkabout,Walkabout,1971,Nicolas Roeg,95,tt0067959,36040,4.01,45761,7.6,29813,4,https://www.imdb.com/title/tt0067959/,https://letterboxd.com/film/walkabout/
seven-rooms-kitchen-bathroom-for-sale,"Seven Rooms, Kitchen, Bathroom, for Sale",1984,Agnès Varda,28,tt0159938,251004,3.58,2334,6.6,487,4,https://www.imdb.com/title/tt0159938/,https://letterboxd.com/film/seven-rooms-kitchen-bathroom-for-sale/
fearless-hyena-2,Fearless Hyena 2,1983,Chan Chuen,92,tt0085864,18741,2.52,2033,5,2160,4,https://www.imdb.com/title/tt0085864/,https://letterboxd.com/film/fearless-hyena-2/
les-3-boutons,Les 3 Boutons,2015,Agnès Varda,11,tt4998170,358341,3.11,3822,6.1,540,4,https://www.imdb.com/title/tt4998170/,https://letterboxd.com/film/les-3-boutons/
the-watermelon-woman,The Watermelon Woman,1996,Cheryl Dunye,85,tt0118125,44479,4.06,111295,7.1,5136,4,https://www.imdb.com/title/tt0118125/,https://letterboxd.com/film/the-watermelon-woman/
